----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656463688.3040559	2.78700	10.782124	3452.170000000	-11.45	3383.418141366	146.380000000	-2.49	146.241790842	0.343595900
1656463690.0922871	2.79500	10.787876	3454.305000000	-11.45	3385.510621670	145.722000000	-2.70	145.560230359	-0.668937800
1656463691.3083990	2.79000	10.792190	3453.390000000	-11.45	3384.613844397	146.380000000	-2.64	146.224640613	0.899430700
1656463693.2010019	2.79200	10.797942	3453.085000000	-11.45	3384.314918639	146.074800000	-2.45	145.941491820	0.628372200
1656463694.4131250	2.78100	10.802256	3453.695000000	-11.45	3384.912770154	146.322800000	-2.49	146.184644849	0.903344500
1656463696.2043469	2.78700	10.808008	3454.000000000	-11.45	3385.211695912	146.065400000	-2.71	145.902527805	-0.559339200
1656463697.4217501	2.79900	10.812322	3452.780000000	-11.45	3384.015992881	146.389600000	-2.65	146.232815016	-0.060502800
1656463699.1421609	2.79600	10.818074	3453.390000000	-11.45	3384.613844397	146.179800000	-2.69	146.018242445	0.784810400
1656463700.3948219	2.78500	10.822388	3455.220000000	-11.45	3386.407398943	146.246600000	-2.75	146.078425277	0.077317180
1656463702.1291969	2.79300	10.828140	3454.000000000	-11.45	3385.211695912	146.218000000	-2.59	146.069095133	-0.911947300
1656463703.3403380	2.78400	10.832454	3453.085000000	-11.45	3384.314918639	146.799600000	-2.67	146.640234782	-0.834199000
1656463705.1066189	2.79400	10.838206	3453.390000000	-11.45	3384.613844397	146.733000000	-2.44	146.600400562	-1.370118000
1656463706.3143971	2.79800	10.842520	3454.000000000	-11.45	3385.211695912	146.656600000	-2.54	146.512059612	0.303713300
1656463708.1026311	2.78400	10.848272	3454.915000000	-11.45	3386.108473185	146.504000000	-2.80	146.328844440	-1.191835000
1656463709.3253679	2.79200	10.852586	3453.695000000	-11.45	3384.912770154	146.828200000	-2.73	146.661560735	-0.832221300
1656463711.2073500	2.78800	10.858338	3453.695000000	-11.45	3384.912770154	146.857000000	-2.69	146.695416034	-0.723776900
1656463712.4231091	2.79800	10.862652	3454.305000000	-11.45	3385.510621670	146.456400000	-2.66	146.298833039	1.164018000
1656463714.2139790	2.79600	10.868404	3454.000000000	-11.45	3385.211695912	146.208400000	-2.80	146.034345518	-1.303245000
1656463715.4287410	2.79200	10.872718	3454.000000000	-11.45	3385.211695912	146.961800000	-2.57	146.813523187	0.725234700
1656463717.2109909	2.79200	10.878470	3453.085000000	-11.45	3384.314918639	146.761600000	-2.67	146.602276035	0.713122400
1656463718.4207661	2.78300	10.882784	3453.085000000	-11.45	3384.314918639	146.542200000	-2.63	146.388078926	0.919000000
1656463720.1441679	2.79500	10.888536	3452.475000000	-11.45	3383.717067123	146.885600000	-2.65	146.728994701	0.673775600
1656463721.4078021	2.78800	10.892850	3452.780000000	-11.45	3384.015992881	146.952200000	-2.60	146.801155571	-1.510822000
1656463723.1352010	2.79000	10.898602	3454.610000000	-11.45	3385.809547428	147.009400000	-2.62	146.856196080	-0.516982900
1656463724.3523140	2.79300	10.902916	3454.915000000	-11.45	3386.108473185	146.570800000	-2.72	146.405183120	-0.585750100
1656463726.1132579	2.79500	10.908668	3453.085000000	-11.45	3384.314918639	146.685200000	-2.66	146.527386882	0.974826700
1656463727.3300099	2.79700	10.911544	3454.000000000	-11.45	3385.211695912	147.200200000	-2.84	147.018897767	-1.453592000
1656463729.1082730	2.78900	10.918734	3454.610000000	-11.45	3385.809547428	147.629400000	-2.72	147.462586961	-0.518424900
1656463730.3174109	2.77700	10.921610	3452.780000000	-11.45	3384.015992881	147.057200000	-2.79	146.882885457	-1.265999000
1656463732.2133591	2.80100	10.928800	3454.000000000	-11.45	3385.211695912	147.238400000	-2.71	147.074219836	0.579385000
1656463733.4211459	2.78800	10.933114	3454.305000000	-11.45	3385.510621670	146.828200000	-2.90	146.640424734	-0.825135000
1656463735.2133579	2.79900	10.938866	3453.085000000	-11.45	3384.314918639	147.362400000	-2.74	147.193681216	0.470410300
1656463736.4281030	2.78800	10.943180	3454.000000000	-11.45	3385.211695912	147.515000000	-2.71	147.350511409	-1.235386000
1656463738.2149930	2.80000	10.948932	3453.390000000	-11.45	3384.613844397	147.295600000	-2.64	147.139268848	0.737472200
1656463739.4311039	2.80300	10.953246	3452.780000000	-11.45	3384.015992881	147.667600000	-2.52	147.524795785	-0.834321800
1656463741.1521649	2.79000	10.958998	3454.610000000	-11.45	3385.809547428	147.419600000	-2.71	147.255217786	1.024310000
1656463742.4058230	2.78200	10.961874	3454.610000000	-11.45	3385.809547428	147.724800000	-2.78	147.551196869	0.554830700
1656463744.1392000	2.79500	10.967626	3454.305000000	-11.45	3385.510621670	147.858200000	-2.65	147.699842128	-0.908899600
1656463745.3513250	2.79200	10.971940	3450.945000000	-11.45	3382.289283038	148.096600000	-2.63	147.940132235	0.924685300
1656463747.1152680	2.80600	10.977692	3452.170000000	-11.45	3383.418141366	147.915400000	-2.75	147.745306258	-0.233428900
1656463748.3230481	2.79500	10.982006	3454.915000000	-11.45	3386.108473185	147.495800000	-2.87	147.311055293	0.000517746
1656463750.2179921	2.78000	10.989196	3455.525000000	-11.45	3386.706324701	147.658000000	-2.89	147.469944478	-0.553075600
1656463751.4261260	2.79600	10.993510	3454.305000000	-11.45	3385.510621670	147.896400000	-2.95	147.700942588	-0.598069000
1656463753.2293220	2.79600	10.999262	3454.610000000	-11.45	3385.809547428	148.201600000	-2.77	148.028937654	1.292193000
1656463754.4361310	2.78800	11.002138	3451.860000000	-11.45	3383.114315186	147.877400000	-2.60	147.725404606	-0.213733900
1656463756.2213399	2.79100	11.007890	3454.305000000	-11.45	3385.510621670	148.220600000	-2.69	148.056786958	0.049795260
1656463757.4227920	2.79600	11.012204	3454.305000000	-11.45	3385.510621670	148.268400000	-2.77	148.095659829	-0.933866700
1656463759.2249839	2.78800	11.017956	3453.085000000	-11.45	3384.314918639	148.106200000	-2.87	147.920690741	0.394148200
1656463760.4331081	2.79500	11.022270	3454.915000000	-11.46	3386.036608390	147.448200000	-2.75	147.277902423	-0.276402600
1656463762.1551709	2.79100	11.028022	3454.610000000	-11.45	3385.809547428	148.478200000	-2.70	148.313370633	0.505059900
1656463763.3593130	2.78200	11.032336	3455.525000000	-11.45	3386.706324701	148.316000000	-2.68	148.154264255	-0.565889500
1656463765.1302409	2.80400	11.038088	3451.860000000	-11.45	3383.186079334	148.115800000	-2.78	147.941737374	0.927693500
1656463766.3353829	2.78800	11.042402	3456.135000000	-11.45	3387.304176216	148.096600000	-2.73	147.928521193	0.720003000
1656463768.1202719	2.79500	11.048154	3453.695000000	-11.45	3384.912770154	148.382800000	-2.75	148.212168776	0.992584100
1656463769.3260550	2.79900	11.052468	3455.525000000	-11.45	3386.706324701	148.459000000	-2.83	148.277686831	0.373671800
1656463771.1285410	2.78200	11.058220	3456.135000000	-11.45	3387.304176216	148.249200000	-2.87	148.062734039	-1.150798000
1656463772.3493471	2.79100	11.062534	3453.695000000	-11.45	3384.912770154	148.497200000	-2.82	148.317373559	0.675464700
1656463774.2229991	2.79400	11.068286	3454.610000000	-11.45	3385.809547428	148.630800000	-2.78	148.455376986	0.978081400
1656463775.4331319	2.78800	11.072600	3453.695000000	-11.45	3384.912770154	148.630800000	-2.86	148.446187954	0.867293600
1656463777.2230000	2.78900	11.078352	3455.830000000	-11.46	3386.933366631	148.783400000	-2.74	148.613054279	-0.615785500
1656463778.4431059	2.80400	11.082666	3454.305000000	-11.45	3385.510621670	148.449600000	-2.73	148.281120564	0.518903200
1656463780.2269940	2.78900	11.088418	3455.830000000	-11.45	3387.005250459	149.002600000	-2.72	148.834976059	-1.209636000
1656463781.4301341	2.79300	11.092732	3456.135000000	-11.45	3387.304176216	149.241000000	-2.81	149.061807360	-0.648171700
1656463783.1715031	2.79700	11.098484	3454.305000000	-11.45	3385.510621670	148.697400000	-2.72	148.529380180	-0.518054300
1656463784.4238050	2.78100	11.102798	3453.695000000	-11.45	3384.912770154	148.831000000	-2.77	148.657604372	-0.775526800
1656463786.1485620	2.79500	11.108550	3453.695000000	-11.45	3384.912770154	148.802400000	-2.84	148.619124384	-1.483260000
1656463787.3643229	2.80400	11.112864	3453.695000000	-11.45	3384.912770154	148.916800000	-2.82	148.736465434	-0.731605100
1656463789.1246290	2.79600	11.118616	3454.610000000	-11.45	3385.809547428	148.821400000	-2.91	148.629496567	-1.388328000
1656463790.3443730	2.78500	11.122930	3454.000000000	-11.45	3385.211695912	149.002600000	-2.86	148.817526147	-0.939717900
1656463792.1296151	2.79100	11.128682	3454.305000000	-11.45	3385.510621670	149.250600000	-2.78	149.075203781	-0.372610400
1656463793.3443799	2.79600	11.132996	3454.610000000	-11.45	3385.809547428	148.764200000	-2.89	148.574735634	-0.224240600
1656463795.2251511	2.78800	11.138748	3454.915000000	-11.45	3386.108473185	149.365000000	-2.74	149.193988391	-1.030159000
1656463796.4331410	2.79100	11.143062	3453.695000000	-11.45	3384.912770154	149.489000000	-2.87	149.300974635	-1.234479000
1656463798.2280030	2.78700	11.148814	3454.610000000	-11.45	3385.809547428	149.241000000	-2.93	149.046167897	1.219063000
1656463799.4417660	2.79400	11.153128	3454.915000000	-11.45	3386.108473185	149.069400000	-2.86	148.884243176	-0.087696310
1656463801.2329919	2.79600	11.158880	3454.000000000	-11.45	3385.211695912	148.916800000	-2.93	148.721593736	0.725564900
1656463802.4481130	2.79000	11.163194	3456.440000000	-11.45	3387.603101974	149.403200000	-2.83	149.220733679	-0.745861200
1656463804.2193921	2.79600	11.168946	3453.085000000	-11.45	3384.314918639	149.136200000	-2.83	148.954059766	0.377256100
1656463805.4361391	2.79500	11.173260	3454.305000000	-11.45	3385.510621670	149.470000000	-2.86	149.284345596	1.131512000
1656463807.1605380	2.78900	11.179012	3455.830000000	-11.46	3386.933366631	149.756000000	-2.93	149.559693678	1.149352000
1656463808.4208281	2.79600	11.183326	3454.305000000	-11.45	3385.510621670	149.670200000	-2.80	149.492024402	-0.221851000
1656463810.1502130	2.78300	11.189078	3454.305000000	-11.45	3385.510621670	149.641600000	-2.84	149.457290766	1.047835000
1656463811.3693221	2.79400	11.193392	3455.830000000	-11.46	3386.933366631	149.622600000	-2.88	149.433620163	-1.219729000
1656463813.1292751	2.79900	11.199144	3453.695000000	-11.45	3384.912770154	149.794200000	-2.69	149.629384289	0.939600500
1656463814.3430381	2.79200	11.202020	3455.525000000	-11.45	3386.706324701	149.918200000	-2.77	149.742779301	-1.357551000
1656463816.2313631	2.79800	11.209210	3453.695000000	-11.45	3384.912770154	149.956400000	-2.83	149.773258055	-1.362371000
1656463817.4457669	2.78900	11.213524	3454.915000000	-11.45	3386.108473185	149.908600000	-2.83	149.725516433	-1.337857000
1656463819.2323611	2.79000	11.219276	3454.305000000	-11.45	3385.510621670	149.813200000	-2.72	149.643919388	0.541521800
1656463820.4381461	2.79400	11.223590	3454.915000000	-11.45	3386.108473185	150.233000000	-2.84	150.048742122	0.197045600
1656463822.2383480	2.80100	11.229342	3453.695000000	-11.45	3384.912770154	149.822800000	-2.94	149.625602222	-0.297003600
1656463823.4461250	2.80300	11.233656	3454.000000000	-11.45	3385.211695912	149.908600000	-3.04	149.698196382	-1.380706000
1656463825.2263780	2.78400	11.239408	3456.440000000	-11.45	3387.603101974	149.746600000	-2.93	149.550306000	0.839484400
1656463826.4357989	2.79000	11.242284	3453.085000000	-11.45	3384.314918639	150.280600000	-2.95	150.081182029	-0.253865100
1656463828.1645451	2.79900	11.248036	3454.000000000	-11.45	3385.211695912	150.423600000	-2.76	150.249108249	0.955050700
1656463829.4288170	2.78800	11.252350	3455.220000000	-11.45	3386.407398943	149.927800000	-2.81	149.747782724	1.115156000
1656463831.1661870	2.80000	11.258102	3454.000000000	-11.45	3385.211695912	150.175600000	-2.81	149.995285192	-0.296015000
1656463832.3819449	2.80000	11.262416	3455.830000000	-11.46	3386.933366631	150.366400000	-2.99	150.161972980	1.145233000
1656463834.1406109	2.78500	11.268168	3454.305000000	-11.45	3385.510621670	150.299600000	-2.80	150.119906541	-1.018455000
1656463835.3600049	2.79200	11.272482	3454.305000000	-11.45	3385.510621670	150.156600000	-2.82	149.974764067	0.755435600
1656463837.2483301	2.79200	11.278234	3454.610000000	-11.45	3385.809547428	150.023200000	-2.80	149.844604171	1.215438000
1656463838.4607401	2.79600	11.282548	3454.000000000	-11.45	3385.211695912	150.261600000	-2.96	150.061396058	0.777311900
1656463840.2419879	2.79300	11.288300	3454.305000000	-11.45	3385.510621670	150.576200000	-2.98	150.372308878	0.998682400
1656463841.4560931	2.79600	11.292614	3456.135000000	-11.45	3387.304176216	150.891000000	-2.88	150.700418119	0.538761700
1656463843.2449830	2.78800	11.298366	3455.525000000	-11.45	3386.706324701	150.862400000	-2.94	150.663833894	-0.207430200
1656463844.4581051	2.79200	11.302680	3454.000000000	-11.45	3385.211695912	150.604800000	-2.87	150.415371196	0.945450900
1656463846.2323790	2.79200	11.308432	3455.220000000	-11.45	3386.407398943	150.833800000	-2.92	150.637694531	0.480710900
1656463847.4540780	2.79800	11.312746	3454.305000000	-11.45	3385.510621670	150.461800000	-2.88	150.271760217	0.071343080
1656463849.1711831	2.79300	11.318498	3455.220000000	-11.46	3386.335527804	150.795600000	-3.00	150.588939871	-1.630515000
1656463850.3759730	2.79000	11.322812	3454.305000000	-11.45	3385.510621670	150.976800000	-2.82	150.793970825	-1.084957000
1656463852.1502421	2.78900	11.328564	3453.390000000	-11.45	3384.613844397	150.938600000	-2.91	150.743966462	-1.417871000
1656463853.3673639	2.80300	11.332878	3454.610000000	-11.45	3385.809547428	150.910000000	-2.97	150.707297825	-0.540426400
1656463855.1492479	2.79300	11.338630	3454.000000000	-11.45	3385.211695912	150.519000000	-2.86	150.332042650	-0.563953200
1656463856.3563840	2.79500	11.342944	3455.830000000	-11.46	3386.933366631	150.595400000	-2.86	150.408347754	0.193420000
1656463858.2642980	2.79200	11.348696	3454.610000000	-11.45	3385.809547428	151.501200000	-2.99	151.294402360	-1.263856000
1656463859.4770601	2.79400	11.353010	3453.085000000	-11.45	3384.314918639	150.776600000	-2.96	150.575709888	-1.271933000
1656463861.2529740	2.79200	11.358762	3454.610000000	-11.45	3385.809547428	151.272400000	-3.10	151.050752958	1.235009000
1656463862.4657400	2.79400	11.363076	3454.915000000	-11.45	3386.108473185	151.253400000	-2.89	151.061563733	-1.126653000
1656463864.2489851	2.78400	11.368828	3455.220000000	-11.45	3386.407398943	151.234200000	-2.89	151.042388085	1.025257000
1656463865.4551370	2.79100	11.373142	3454.915000000	-11.46	3386.036608390	151.377400000	-2.86	151.188585764	0.558208600
1656463867.2390130	2.78900	11.378894	3453.695000000	-11.45	3384.912770154	150.967200000	-3.04	150.754472450	-0.089674060
1656463868.4487901	2.79600	11.383208	3455.830000000	-11.45	3387.005250459	151.015000000	-2.80	150.835223478	-1.222241000
1656463870.1771820	2.78800	11.388960	3455.525000000	-11.45	3386.706324701	151.901800000	-2.82	151.717850673	1.267844000
1656463871.3893089	2.78800	11.393274	3454.610000000	-11.45	3385.809547428	151.730200000	-2.72	151.558753284	-1.454871000
1656463873.1472631	2.79900	11.399026	3453.390000000	-11.45	3384.613844397	151.453600000	-2.93	151.255879378	1.029129000
1656463874.3693631	2.81000	11.403340	3454.305000000	-11.45	3385.510621670	151.453600000	-3.06	151.237654598	0.840679200
1656463876.1462679	2.78800	11.409092	3454.610000000	-11.45	3385.809547428	151.377400000	-3.00	151.169942534	-0.570462700
1656463877.3550460	2.80000	11.411968	3456.135000000	-11.45	3387.304176216	151.549000000	-2.99	151.342965205	1.146140000
1656463879.2483530	2.79200	11.419158	3455.525000000	-11.46	3386.634447217	151.377400000	-2.82	151.194085708	-0.769594600
1656463880.4611249	2.78900	11.423472	3454.000000000	-11.45	3385.211695912	151.673000000	-2.92	151.476612287	-1.123027000
1656463882.2499969	2.78900	11.429224	3455.525000000	-11.45	3386.706324701	151.310600000	-2.74	151.137360826	-1.262416000
1656463883.4657540	2.78900	11.433538	3454.915000000	-11.45	3386.108473185	151.768400000	-2.93	151.569455742	-1.264517000
1656463885.2559819	2.80700	11.439290	3452.170000000	-11.45	3383.418141366	151.406000000	-2.84	151.219517605	0.035374880
1656463886.4787221	2.80000	11.443604	3454.915000000	-11.45	3386.108473185	151.797000000	-2.93	151.598831074	0.947882200
1656463888.2463629	2.79100	11.449356	3454.915000000	-11.45	3386.108473185	151.749200000	-2.99	151.542063842	0.420228900
1656463889.4641221	2.79900	11.453670	3454.305000000	-11.45	3385.510621670	151.968600000	-2.96	151.766121704	0.454671900
1656463891.1761980	2.79100	11.457984	3454.610000000	-11.46	3385.737688977	151.892400000	-2.96	151.689201580	-0.989038000
1656463892.3889649	2.78400	11.462298	3454.915000000	-11.45	3386.108473185	151.930400000	-3.01	151.721351164	0.420805200
1656463894.1565969	2.79700	11.468050	3454.000000000	-11.45	3385.211695912	151.692000000	-2.89	151.498806822	0.394231100
1656463895.3623991	2.79500	11.472364	3454.305000000	-11.45	3385.510621670	151.835000000	-3.05	151.620205016	0.185015100
1656463897.1522660	2.79000	11.478116	3454.915000000	-11.45	3386.108473185	151.797000000	-2.90	151.602870248	-1.116146000
1656463898.3700199	2.79200	11.482430	3455.830000000	-11.46	3386.933366631	152.340600000	-2.90	152.145775050	0.733269200
1656463900.2749391	2.79500	11.489620	3454.305000000	-11.45	3385.510621670	152.283400000	-3.02	152.071349129	0.693139900
1656463901.4887040	2.79700	11.492496	3453.695000000	-11.45	3384.912770154	152.273800000	-2.87	152.082271949	-1.324795000
1656463903.2609780	2.79200	11.498248	3454.305000000	-11.45	3385.510621670	152.302400000	-3.20	152.065221317	0.302271200
1656463904.4820781	2.80300	11.502562	3454.915000000	-11.46	3386.036608390	152.283400000	-3.06	152.066271453	-0.674046000
1656463906.2603409	2.78500	11.509752	3455.830000000	-11.46	3386.933366631	152.178400000	-2.94	151.978101766	1.017717000
1656463907.4707561	2.79000	11.512628	3454.610000000	-11.46	3385.737688977	151.987600000	-2.99	151.780138429	0.920854800
1656463909.2589910	2.79700	11.518380	3454.305000000	-11.45	3385.510621670	152.636200000	-2.89	152.442609914	0.119753600
1656463910.4757450	2.80100	11.522694	3457.050000000	-11.46	3388.129044285	152.884200000	-3.03	152.670467097	1.324165000
1656463912.1915121	2.79900	11.528446	3454.000000000	-11.45	3385.211695912	152.369200000	-3.02	152.157029654	0.712133900
1656463913.4518111	2.79700	11.532760	3455.830000000	-11.46	3386.933366631	152.168800000	-2.92	151.971770321	0.475313500
1656463915.1851909	2.80000	11.538512	3454.610000000	-11.45	3385.809547428	152.846000000	-2.96	152.641525874	0.003813953
1656463916.3939669	2.78800	11.542826	3455.525000000	-11.45	3386.706324701	152.216600000	-2.90	152.021933631	0.013620080
1656463918.1596220	2.79800	11.548578	3454.305000000	-11.45	3385.510621670	152.502600000	-3.02	152.290243898	-0.571081400
1656463919.3720269	2.79400	11.552892	3453.695000000	-11.45	3384.912770154	152.607600000	-3.07	152.388299672	-0.358725200
1656463921.1656020	2.78900	11.558644	3454.915000000	-11.45	3386.108473185	152.798200000	-2.93	152.598724021	0.592364100
1656463922.3783741	2.79500	11.562958	3455.525000000	-11.45	3386.706324701	152.855600000	-3.12	152.629027101	0.424101000
1656463924.2669771	2.80900	11.568710	3454.305000000	-11.45	3385.510621670	153.027200000	-2.99	152.819155553	0.488785900
1656463925.4820950	2.79400	11.573024	3454.305000000	-11.45	3385.510621670	152.779200000	-3.13	152.551868726	0.091036970
1656463927.2723200	2.79400	11.578776	3455.830000000	-11.45	3387.005250459	152.636200000	-2.83	152.450574108	0.683293500
1656463928.4867251	2.78500	11.583090	3454.915000000	-11.45	3386.108473185	153.084400000	-2.96	152.879606948	0.717077200
1656463930.2590001	2.79700	11.591718	3454.000000000	-11.45	3385.211695912	153.732800000	-2.91	153.534563374	-0.153619900
1656463933.2729659	2.79200	11.598908	3455.525000000	-11.46	3386.634447217	153.380000000	-3.10	153.156133194	-0.978364800
1656463934.4840910	2.79300	11.603222	3454.000000000	-11.45	3385.211695912	153.513600000	-3.08	153.291271326	-1.254461000
1656463936.2011580	2.79800	11.608974	3455.220000000	-11.45	3386.407398943	153.208400000	-3.06	152.989952571	1.126897000
1656463937.4112880	2.79700	11.613288	3454.915000000	-11.46	3386.036608390	152.998600000	-3.22	152.757648158	-1.059328000
1656463939.1782229	2.78700	11.619040	3456.440000000	-11.46	3387.531205458	153.170200000	-2.98	152.963630009	-0.285714400
1656463940.3929839	2.79900	11.623354	3454.000000000	-11.45	3385.211695912	153.237000000	-3.07	153.017654340	1.169253000
1656463942.2719729	2.78600	11.629106	3455.525000000	-11.45	3386.706324701	153.208400000	-2.87	153.015696421	-1.263981000
1656463943.4910791	2.79100	11.633420	3454.305000000	-11.45	3385.510621670	153.685200000	-2.90	153.487840954	0.776117900
1656463945.2723320	2.79800	11.639172	3453.695000000	-11.45	3384.912770154	153.647000000	-3.14	153.416619274	1.113837000
1656463946.4751239	2.79700	11.643486	3455.830000000	-11.46	3386.933366631	153.637600000	-3.11	153.411615955	-0.774704200
1656463948.2783051	2.79200	11.649238	3456.440000000	-11.46	3387.531205458	153.408600000	-2.99	153.199198778	-1.040004000
1656463949.4847460	2.79700	11.653552	3454.915000000	-11.45	3386.108473185	153.637600000	-2.99	153.428725699	-1.228382000
1656463951.2653520	2.79500	11.659304	3454.915000000	-11.45	3386.108473185	154.591200000	-3.04	154.373365879	-1.159655000
1656463952.4781289	2.79600	11.663618	3453.695000000	-11.45	3384.912770154	154.371800000	-3.25	154.124129902	-1.404603000
1656463954.2151310	2.78700	11.669370	3455.525000000	-11.45	3386.706324701	153.752000000	-3.07	153.531055145	0.452817700
1656463955.4747760	2.80700	11.673684	3455.525000000	-11.45	3386.706324701	154.066600000	-3.02	153.852066067	-0.999502700
1656463957.2094960	2.79100	11.679436	3454.915000000	-11.45	3386.108473185	153.923600000	-3.15	153.691036440	1.117175000
1656463958.4687929	2.79600	11.683750	3456.440000000	-11.46	3387.531205458	153.971400000	-3.08	153.748408309	-0.091486920
1656463960.2025170	2.80100	11.689502	3454.305000000	-11.45	3385.510621670	153.980800000	-3.15	153.748150017	0.241624400
1656463961.4143021	2.78800	11.692378	3456.440000000	-11.46	3387.531205458	154.305200000	-3.18	154.067599115	0.881468000
1656463963.2779701	2.79500	11.699568	3455.525000000	-11.45	3386.706324701	154.324200000	-3.23	154.078433039	-0.635810000
1656463964.4821250	2.80500	11.703882	3454.915000000	-11.46	3386.036608390	154.104800000	-3.19	153.866611636	1.228870000
1656463966.2779739	2.78300	11.709634	3457.050000000	-11.46	3388.129044285	154.648400000	-3.15	154.414741338	0.944873800
1656463967.4927361	2.78600	11.713948	3455.525000000	-11.45	3386.706324701	154.276400000	-3.05	154.057291375	0.610903400
1656463969.2853100	2.80400	11.719700	3453.695000000	-11.45	3384.912770154	154.276400000	-3.14	154.045075542	1.169624000
1656463970.4980869	2.79300	11.724014	3455.830000000	-11.45	3387.005250459	154.848600000	-3.06	154.627813943	-1.511152000
1656463972.2709970	2.80300	11.729766	3454.610000000	-11.45	3385.809547428	154.381400000	-3.02	154.167279737	1.078075000
1656463973.4940929	2.79400	11.732642	3455.830000000	-11.46	3386.933366631	154.419600000	-2.90	154.221297855	-0.358106800
1656463975.2121561	2.79700	11.739832	3454.915000000	-11.45	3386.108473185	154.724800000	-3.00	154.512755039	1.147046000
1656463976.4149480	2.80200	11.742708	3455.220000000	-11.45	3386.407398943	155.010800000	-3.23	154.763939603	0.662198000
1656463978.1872220	2.78800	11.748460	3455.220000000	-11.45	3386.407398943	154.801000000	-2.92	154.599736605	-0.599180400
1656463979.3933699	2.79800	11.752774	3454.000000000	-11.45	3385.211695912	154.476800000	-3.02	154.261694873	-1.532330000
1656463981.1805980	2.79300	11.758526	3455.220000000	-11.45	3386.407398943	154.705600000	-2.86	154.512634473	-0.136644700
1656463982.3963621	2.79200	11.762840	3454.915000000	-11.46	3386.036608390	155.029800000	-3.16	154.793777487	-1.193030000
1656463984.2839670	2.80600	11.770030	3452.780000000	-11.45	3384.015992881	154.686600000	-3.10	154.459950411	0.678390500
1656463985.5040779	2.79300	11.772906	3455.220000000	-11.45	3386.407398943	154.381400000	-3.11	154.154321906	0.080819160
1656463987.2903171	2.80100	11.780096	3453.695000000	-11.45	3384.912770154	154.762800000	-3.09	154.537789382	-0.167422600
1656463988.5087030	2.79500	11.782972	3454.305000000	-11.45	3385.510621670	155.382800000	-2.91	155.182435719	0.288180800
1656463990.2869639	2.79200	11.788724	3454.610000000	-11.45	3385.809547428	154.810600000	-3.01	154.596737150	-0.650520100
1656463991.4987371	2.79400	11.793038	3456.135000000	-11.46	3387.232286044	155.134800000	-3.02	154.918778625	0.854315700
1656463993.2913101	2.78800	11.798790	3456.440000000	-11.46	3387.531205458	155.592600000	-3.03	155.375080740	0.676165200
1656463994.5067151	2.80500	11.803104	3455.525000000	-11.45	3386.706324701	155.525800000	-3.16	155.289919868	0.365019600
1656463996.2211449	2.80300	11.808856	3454.000000000	-11.45	3385.211695912	155.230200000	-3.14	154.996554697	-1.468550000
1656463997.4289210	2.78600	11.813170	3454.305000000	-11.46	3385.438769563	155.144400000	-3.30	154.887142133	0.349116300
1656463999.1875920	2.79700	11.818922	3455.830000000	-11.46	3386.933366631	155.258800000	-3.06	155.037429072	-0.992334900
1656464000.4049881	2.78000	11.823236	3455.220000000	-11.45	3386.407398943	155.316000000	-2.96	155.108221561	1.095296000
1656464002.1975720	2.80500	11.828988	3455.220000000	-11.45	3386.407398943	155.354200000	-3.19	155.113175509	1.297797000
1656464003.4133260	2.80200	11.833302	3454.610000000	-11.45	3385.809547428	155.163400000	-3.08	154.938681975	0.529038500
1656464005.2919610	2.79500	11.839054	3456.135000000	-11.45	3387.304176216	154.896400000	-3.06	154.675545788	-1.386516000
1656464006.5020900	2.80500	11.843368	3456.135000000	-11.45	3387.304176216	155.592600000	-3.14	155.359302011	-0.761641600
1656464008.2933140	2.79700	11.849120	3455.525000000	-11.45	3386.706324701	155.382800000	-3.12	155.152481114	-1.099420000
1656464009.5060959	2.79800	11.853434	3455.830000000	-11.46	3386.933366631	155.535400000	-3.08	155.311018642	0.384384000
1656464011.2953150	2.79300	11.859186	3454.915000000	-11.45	3386.108473185	155.544800000	-3.06	155.323021287	-0.884425100
1656464012.5107150	2.79400	11.863500	3454.000000000	-11.46	3385.139850150	155.792800000	-3.25	155.541925452	0.264490800
1656464014.2933049	2.79100	11.869252	3456.440000000	-11.46	3387.531205458	155.592600000	-3.17	155.354821066	-1.376917000
1656464015.5100889	2.79400	11.873566	3455.220000000	-11.45	3386.407398943	155.678400000	-3.17	155.439588148	-1.227146000
1656464017.2211590	2.80900	11.879318	3454.610000000	-11.45	3385.809547428	155.840600000	-3.17	155.602442068	0.671798500
1656464018.4272931	2.78500	11.883632	3454.610000000	-11.45	3385.809547428	156.308400000	-3.26	156.054834652	-0.719038800
1656464020.1965880	2.79600	11.889384	3454.915000000	-11.46	3386.036608390	155.535400000	-3.07	155.311892361	-0.893077400
1656464021.4023719	2.79700	11.893698	3454.610000000	-11.46	3385.737688977	155.630800000	-3.15	155.395657028	-0.200755200
1656464023.1926000	2.80200	11.899450	3454.610000000	-11.45	3385.809547428	156.298800000	-3.22	156.051731713	-1.049852000
1656464024.4079969	2.80000	11.903764	3455.525000000	-11.46	3386.634447217	156.289400000	-3.22	156.043265598	0.753127300
1656464026.3202720	2.80600	11.909516	3454.610000000	-11.45	3385.809547428	155.678400000	-3.25	155.428633627	-1.280008000
