----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656462591.9322031	2.79400	7.125290	3432.940000000	-11.43	3364.856379181	113.774000000	-0.37	113.771678715	-0.660777500
1656462593.1469519	2.79100	7.129604	3433.855000000	-11.43	3365.753232487	113.630800000	-0.53	113.625975130	-1.356188000
1656462594.8663690	2.78300	7.135356	3434.160000000	-11.43	3366.052183589	113.812000000	-0.39	113.809363424	0.799148400
1656462596.0731430	2.79700	7.138232	3433.855000000	-11.43	3365.753232487	113.878800000	-0.39	113.876161876	-0.722786400
1656462597.9408131	2.77800	7.145422	3435.080000000	-11.43	3366.953937732	113.878800000	-0.40	113.875997033	-0.713845700
1656462599.1456010	2.79200	7.149736	3435.080000000	-11.43	3366.953937732	113.754800000	-0.37	113.752402388	-1.187260000
1656462600.9880490	2.78400	7.155488	3434.160000000	-11.43	3366.052183589	113.802600000	-0.52	113.797877033	-0.931846700
1656462602.2413480	2.78500	7.159802	3433.245000000	-11.43	3365.155330283	114.012400000	-0.56	114.006876282	-0.656287200
1656462603.7922151	2.77800	7.164116	3434.160000000	-11.43	3366.052183589	113.936000000	-0.50	113.931696303	0.762397000
1656462605.0422280	2.78400	7.168430	3433.855000000	-11.43	3365.753232487	113.917000000	-0.48	113.913002456	-0.309611000
1656462606.9401741	2.78300	7.175620	3434.770000000	-11.43	3366.650085792	113.898000000	-0.50	113.893697739	0.433370100
1656462608.1529410	2.79100	7.179934	3435.385000000	-11.44	3367.181577974	114.079200000	-0.61	114.072692264	-1.388408000
1656462609.9428191	2.77600	7.185686	3437.520000000	-11.44	3369.274191369	113.945600000	-0.46	113.941991309	0.135697900
1656462611.1547370	2.79100	7.188562	3432.940000000	-11.43	3364.856379181	114.174400000	-0.46	114.170784063	-1.478476000
1656462612.9378340	2.77700	7.195752	3435.385000000	-11.43	3367.252888834	114.393800000	-0.52	114.389161007	-1.041856000
1656462614.1459739	2.78100	7.198628	3433.245000000	-11.43	3365.155330283	114.260400000	-0.42	114.257330150	-1.477735000
1656462615.8693740	2.79400	7.204380	3432.635000000	-11.43	3364.557428079	114.660800000	-0.45	114.657263591	-1.446052000
1656462617.0748069	2.78800	7.208694	3433.550000000	-11.43	3365.454281385	114.622800000	-0.38	114.620225715	0.598213000
1656462618.9531510	2.78500	7.215884	3434.160000000	-11.43	3366.052183589	114.479600000	-0.46	114.475974397	0.270340600
1656462620.1619239	2.78000	7.218760	3438.130000000	-11.44	3369.872080911	114.355600000	-0.37	114.353266849	0.947673900
1656462622.0365801	2.80100	7.225950	3431.110000000	-11.43	3363.062672570	114.622800000	-0.33	114.620898824	-1.407814000
1656462623.2437229	2.76500	7.228826	3435.995000000	-11.44	3367.779467515	114.680000000	-0.46	114.676271844	-1.308971000
1656462624.7995601	2.79100	7.234578	3433.245000000	-11.43	3365.155330283	114.765800000	-0.52	114.761145922	0.913230700
1656462626.0452311	2.78100	7.238892	3435.080000000	-11.44	3366.882633203	114.842000000	-0.52	114.837342831	-0.255924500
1656462627.9438360	2.77900	7.244644	3436.300000000	-11.43	3368.149742140	114.851600000	-0.49	114.847365625	-0.533215900
1656462629.1486199	2.79000	7.248958	3433.855000000	-11.43	3365.753232487	114.851600000	-0.55	114.846385126	-1.371310000
1656462630.9458289	2.78200	7.254710	3435.385000000	-11.44	3367.181577974	114.804000000	-0.62	114.797321876	0.740766200
1656462632.1585970	2.78800	7.259024	3434.770000000	-11.43	3366.650085792	115.156800000	-0.47	115.152859344	0.839729700
1656462633.9448359	2.79800	7.264776	3432.940000000	-11.43	3364.856379181	115.004200000	-0.45	115.000653000	1.105060000
1656462635.1629429	2.79300	7.269090	3436.300000000	-11.43	3368.149742140	114.727600000	-0.44	114.724155260	0.622480200
1656462636.8770189	2.78600	7.274842	3435.080000000	-11.43	3366.953937732	114.718000000	-0.47	114.714173113	0.799641300
1656462638.0887899	2.78400	7.279156	3435.995000000	-11.44	3367.779467515	115.032800000	-0.54	115.027691061	0.530891700
1656462639.9581749	2.78000	7.284908	3436.605000000	-11.44	3368.377357057	114.994600000	-0.68	114.986405750	-1.110295000
1656462641.1749170	2.78800	7.289222	3432.940000000	-11.43	3364.856379181	114.966000000	-0.58	114.960190544	-1.103248000
1656462643.0459290	2.78600	7.294974	3436.605000000	-11.44	3368.377357057	115.214000000	-0.58	115.208178012	1.126689000
1656462644.2636881	2.78700	7.299288	3435.385000000	-11.43	3367.252888834	115.576400000	-0.71	115.567576216	0.670602400
1656462645.8005929	2.78200	7.305040	3436.605000000	-11.44	3368.377357057	115.442800000	-0.53	115.437898191	-1.358826000
1656462647.0552440	2.79500	7.309354	3434.465000000	-11.43	3366.351134691	115.204400000	-0.59	115.198208971	1.303809000
1656462648.9571710	2.79400	7.315106	3432.940000000	-11.43	3364.856379181	115.385600000	-0.53	115.380588639	0.779906500
1656462650.1639609	2.78200	7.319420	3436.300000000	-11.44	3368.078412286	115.595400000	-0.73	115.586120326	-0.114312900
1656462651.9591730	2.78100	7.325172	3436.605000000	-11.44	3368.377357057	115.500000000	-0.63	115.493017942	0.430486500
1656462653.1689501	2.78300	7.329486	3434.465000000	-11.43	3366.351134691	115.175800000	-0.83	115.163598579	-1.180461000
1656462654.9541910	2.78600	7.335238	3435.080000000	-11.43	3366.953937732	115.557400000	-0.64	115.550280782	0.960157700
1656462656.1629629	2.78300	7.339552	3437.520000000	-11.44	3369.274191369	115.881600000	-0.50	115.877222812	0.140394700
1656462657.9003220	2.79000	7.345304	3434.770000000	-11.43	3366.650085792	115.576400000	-0.57	115.570680737	0.763097600
1656462659.1619680	2.78400	7.349618	3436.910000000	-11.44	3368.676301828	115.490600000	-0.55	115.485356112	-0.077601590
1656462660.9711530	2.79300	7.355370	3434.465000000	-11.43	3366.351134691	115.614600000	-0.61	115.608133361	-1.206789000
1656462662.1915369	2.78500	7.359684	3436.300000000	-11.43	3368.149742140	115.595400000	-0.44	115.592022375	0.681479600
1656462664.0099621	2.78400	7.365436	3435.385000000	-11.43	3367.252888834	116.072200000	-0.79	116.061110897	-0.589951600
1656462665.2666979	2.78100	7.369750	3437.520000000	-11.44	3369.274191369	116.072200000	-0.64	116.065049067	0.682509000
1656462666.5110209	2.78600	7.374064	3435.690000000	-11.43	3367.551839936	115.900600000	-0.71	115.891751464	0.256703500
1656462667.7690310	2.79100	7.378378	3436.300000000	-11.43	3368.149742140	115.977000000	-0.58	115.971016727	-0.943425100
1656462669.7882841	2.78300	7.385568	3435.995000000	-11.44	3367.779467515	115.786200000	-0.72	115.777058008	-1.261301000
1656462670.9984159	2.78500	7.388444	3438.130000000	-11.44	3369.872080911	115.805200000	-0.78	115.794469121	0.644480600
1656462672.8610940	2.79600	7.395634	3434.160000000	-11.43	3366.052183589	115.986400000	-0.77	115.975980479	-1.464798000
1656462674.0732169	2.78600	7.398510	3437.215000000	-11.43	3369.046595445	115.996000000	-0.68	115.987878765	-0.638940100
1656462675.8105950	2.78600	7.404262	3437.215000000	-11.44	3368.975246598	115.977000000	-0.56	115.971381100	0.986937800
1656462677.0752339	2.78600	7.408576	3435.995000000	-11.44	3367.779467515	116.120000000	-0.57	116.114253838	-1.539002000
1656462678.8062479	2.78200	7.414328	3436.605000000	-11.44	3368.377357057	116.329800000	-0.67	116.321941145	0.783202600
1656462680.0672410	2.78900	7.418642	3435.995000000	-11.44	3367.779467515	116.625400000	-0.55	116.620104586	-0.481177000
1656462681.9767931	2.78900	7.425832	3436.300000000	-11.43	3368.149742140	116.139000000	-0.58	116.133008369	-1.468999000
1656462683.1859391	2.78600	7.430146	3438.130000000	-11.44	3369.872080911	116.377400000	-0.72	116.368211330	0.742043000
1656462685.0166931	2.78200	7.435898	3437.215000000	-11.43	3369.046595445	116.282200000	-0.67	116.274344360	1.337017000
1656462686.2783279	2.78700	7.440212	3435.385000000	-11.44	3367.181577974	116.434600000	-0.69	116.426156943	-1.025952000
1656462687.8185830	2.78100	7.444526	3436.910000000	-11.44	3368.676301828	116.444200000	-0.59	116.438068123	-0.627403500
1656462689.0223670	2.79300	7.448840	3435.995000000	-11.43	3367.850791038	116.244000000	-0.69	116.235570764	-0.303513200
1656462690.8890359	2.79400	7.454592	3434.160000000	-11.43	3366.052183589	116.539600000	-0.71	116.530702679	0.154032100
1656462692.0941780	2.79300	7.458906	3438.130000000	-11.44	3369.872080911	116.739800000	-0.56	116.734144143	-0.638611000
1656462693.9891491	2.78400	7.466096	3436.910000000	-11.44	3368.676301828	116.577800000	-0.64	116.570617918	0.889705000
1656462695.1989119	2.78400	7.470410	3438.740000000	-11.44	3370.469970452	116.434600000	-0.67	116.426591699	0.944460100
1656462696.9233050	2.79000	7.476162	3436.300000000	-11.44	3368.078412286	116.987800000	-0.61	116.981256554	0.552851000
1656462698.1829491	2.79000	7.479038	3436.605000000	-11.43	3368.448693241	116.844800000	-0.71	116.835727543	1.158620000
1656462699.9173300	2.78000	7.484790	3437.520000000	-11.44	3369.274191369	116.844800000	-0.70	116.836179206	-1.137899000
1656462701.1367199	2.78200	7.489104	3437.825000000	-11.44	3369.573136140	116.987800000	-0.78	116.976959537	0.782872900
1656462702.9891441	2.77900	7.494856	3437.215000000	-11.44	3368.975246598	116.930600000	-0.79	116.919428889	-1.543701000
1656462704.2055399	2.79400	7.499170	3435.995000000	-11.44	3367.779467515	117.054600000	-0.76	117.044410555	-0.377471400
1656462705.8511541	2.78300	7.504922	3436.605000000	-11.44	3368.377357057	117.111800000	-0.79	117.100611578	0.870630000
1656462707.0928409	2.78600	7.509236	3436.605000000	-11.44	3368.377357057	116.892400000	-0.89	116.878170906	0.899676500
1656462709.0097339	2.79900	7.516426	3435.080000000	-11.43	3366.953937732	117.188000000	-0.76	117.177636381	-0.416983900
1656462710.2155180	2.78700	7.519302	3438.130000000	-11.44	3369.872080911	117.045000000	-0.83	117.032600561	0.589354800
1656462711.5100651	2.78400	7.523616	3438.130000000	-11.44	3369.872080911	117.188000000	-0.65	117.180365886	0.723379400
1656462712.7251840	2.78900	7.527930	3437.520000000	-11.44	3369.274191369	116.930600000	-0.67	116.922700557	-0.541826600
1656462714.4941120	2.78500	7.533682	3437.520000000	-11.44	3369.274191369	117.312000000	-0.80	117.300450262	0.787363200
1656462715.7032521	2.78400	7.537996	3436.300000000	-11.43	3368.149742140	117.312000000	-0.73	117.302426220	-0.780881700
1656462717.9299531	2.77600	7.545186	3439.655000000	-11.44	3371.366804764	117.169000000	-0.68	117.160650807	0.510167900
1656462719.1377339	2.78200	7.549500	3435.690000000	-11.44	3367.480522745	117.445600000	-0.67	117.437522164	-0.193132600
1656462720.9073639	2.79500	7.555252	3437.520000000	-11.44	3369.274191369	117.579200000	-0.71	117.570223310	0.860494600
1656462722.1181581	2.78000	7.559566	3438.435000000	-11.44	3370.171025681	117.684000000	-0.71	117.674862383	-1.141857000
1656462723.9961481	2.79200	7.565318	3437.520000000	-11.44	3369.274191369	117.474200000	-0.60	117.467758815	1.144283000
1656462725.2005701	2.78800	7.569632	3437.215000000	-11.44	3368.975246598	117.359800000	-0.70	117.351141209	1.016973000
1656462726.4921279	2.78600	7.573946	3438.130000000	-11.44	3369.872080911	117.607800000	-0.88	117.594054498	-1.324503000
1656462727.7038980	2.77900	7.578260	3438.130000000	-11.44	3369.872080911	117.731600000	-0.85	117.718583657	-0.218884000
1656462730.0037670	2.79500	7.585450	3437.215000000	-11.44	3368.975246598	117.655400000	-0.71	117.646264603	-1.278110000
1656462731.2139030	2.78000	7.589764	3439.045000000	-11.44	3370.768915223	117.817600000	-0.76	117.807344137	-1.136951000
1656462732.4296460	2.79000	7.594078	3436.300000000	-11.43	3368.149742140	117.827000000	-0.77	117.816415131	-1.128010000
1656462733.6454179	2.78200	7.598392	3438.740000000	-11.44	3370.469970452	117.750800000	-0.77	117.740221976	0.463899500
1656462735.9991360	2.79600	7.605582	3436.605000000	-11.44	3368.377357057	118.046400000	-0.79	118.035122290	-1.253759000
1656462737.2089260	2.78800	7.609896	3439.350000000	-11.44	3371.067859994	117.989200000	-0.83	117.976700535	0.440250900
1656462738.5393701	2.79000	7.614210	3438.435000000	-11.44	3370.171025681	118.170400000	-0.68	118.162126529	0.377214700
1656462739.8016479	2.78700	7.618524	3437.825000000	-11.44	3369.573136140	118.160800000	-0.63	118.153657095	0.675875200
1656462741.7388470	2.78900	7.624276	3437.520000000	-11.44	3369.274191369	118.017800000	-0.79	118.006525022	-0.630329200
1656462742.9961319	2.79200	7.628590	3441.485000000	-11.44	3373.160473389	118.151400000	-0.55	118.145916745	0.854314600
1656462744.8146400	2.79000	7.635780	3436.300000000	-11.43	3368.149742140	117.998800000	-0.55	117.993442227	-0.731562900
1656462746.0244160	2.79300	7.638656	3439.960000000	-11.44	3371.665749535	118.141800000	-0.77	118.131186851	-0.052509430
1656462747.9309750	2.78100	7.645846	3438.435000000	-11.44	3370.171025681	118.485000000	-0.92	118.469592838	0.830624300
1656462749.1417501	2.78600	7.650160	3439.045000000	-11.44	3370.768915223	118.370600000	-0.70	118.361866633	0.368974500
1656462751.0041289	2.78500	7.655912	3438.130000000	-11.44	3369.872080911	118.303800000	-0.73	118.294145280	-1.350379000
1656462752.2125680	2.78800	7.660226	3438.740000000	-11.44	3370.469970452	118.246600000	-0.88	118.232779837	-0.980878200
1656462753.5004280	2.78900	7.664540	3437.825000000	-11.44	3369.573136140	118.103600000	-0.77	118.092823861	0.886779600
1656462754.7132559	2.77700	7.668854	3438.130000000	-11.44	3369.872080911	118.237200000	-0.88	118.223190989	0.159470600
1656462757.0077810	2.79300	7.676044	3437.215000000	-11.44	3368.975246598	118.599600000	-0.82	118.587394821	-1.006918000
1656462758.2297680	2.78200	7.680358	3439.350000000	-11.44	3371.067859994	118.771200000	-0.88	118.757318524	0.802937900
1656462759.4994850	2.78200	7.684672	3439.960000000	-11.44	3371.665749535	118.656800000	-0.83	118.644410023	0.157534100
1656462760.7112830	2.78100	7.688986	3438.740000000	-11.44	3370.469970452	118.571000000	-0.80	118.559499890	-1.049973000
1656462762.9253581	2.79600	7.694738	3437.825000000	-11.44	3369.573136140	118.723600000	-0.86	118.710288461	-1.062911000
1656462764.1451099	2.78600	7.699052	3439.350000000	-11.44	3371.067859994	118.847400000	-0.86	118.834074581	-0.395559200
1656462765.9163849	2.78200	7.704804	3439.960000000	-11.44	3371.665749535	118.809400000	-0.78	118.798390742	-0.941076800
1656462767.1351500	2.77900	7.709118	3439.045000000	-11.44	3370.768915223	118.971400000	-0.87	118.957684948	-1.107081000
1656462769.0111310	2.78600	7.716308	3438.435000000	-11.44	3370.171025681	118.790200000	-0.79	118.778851230	0.350805400
1656462770.2229080	2.78700	7.719184	3439.045000000	-11.44	3370.768915223	118.590000000	-0.73	118.580479928	-1.222076000
1656462771.4482870	2.79400	7.723498	3439.350000000	-11.44	3371.067859994	119.143200000	-0.71	119.134103905	-1.354045000
1656462772.7129159	2.78000	7.727812	3439.960000000	-11.44	3371.665749535	119.057200000	-0.78	119.046167780	0.190576900
1656462775.0141301	2.78000	7.736440	3439.655000000	-11.44	3371.366804764	119.076400000	-0.86	119.063048905	-1.151125000
1656462776.2265511	2.79200	7.739316	3439.350000000	-11.44	3371.067859994	119.009600000	-0.88	118.995499474	0.811012600
1656462777.5091300	2.77800	7.743630	3441.485000000	-11.44	3373.160473389	119.209800000	-1.06	119.189553394	0.872978300
1656462778.7142689	2.78500	7.747944	3439.960000000	-11.44	3371.665749535	119.515000000	-1.09	119.493531890	1.092287000
1656462780.9493129	2.78400	7.755134	3439.960000000	-11.44	3371.665749535	119.410200000	-0.93	119.394470224	-0.634409300
1656462782.2155910	2.77300	7.759448	3439.350000000	-11.44	3371.067859994	119.276600000	-0.85	119.263597920	1.138802000
1656462783.5500319	2.79000	7.763762	3438.740000000	-11.44	3370.469970452	119.324400000	-0.89	119.310069174	-0.204009800
1656462784.7607961	2.79000	7.768076	3438.130000000	-11.44	3369.872080911	119.019200000	-1.08	118.998056522	0.970046600
1656462786.5350680	2.77700	7.773828	3439.960000000	-11.44	3371.665749535	119.410200000	-0.93	119.394470224	-1.148076000
1656462787.7501900	2.78100	7.778142	3440.875000000	-11.44	3372.491122043	119.190800000	-0.97	119.173860077	1.015696000
1656462789.5141251	2.79000	7.783894	3438.130000000	-11.44	3369.872080911	119.457800000	-0.86	119.444406141	-0.707418400
1656462790.7199140	2.79100	7.788208	3440.875000000	-11.44	3372.562583847	119.505600000	-0.96	119.488825665	1.132005000
1656462793.0261221	2.78200	7.795398	3441.180000000	-11.44	3372.790060479	119.534200000	-1.12	119.511281365	-1.228585000
1656462794.2465129	2.79100	7.799712	3439.350000000	-11.44	3371.067859994	119.677200000	-1.04	119.657333327	-1.324421000
1656462795.5151310	2.79200	7.804026	3438.740000000	-11.44	3370.469970452	119.906000000	-0.84	119.893114050	-0.049748840
1656462796.7222581	2.79500	7.808340	3441.485000000	-11.44	3373.160473389	119.791600000	-0.85	119.778355905	0.341411300
1656462799.0221369	2.77500	7.815530	3441.180000000	-11.44	3372.861528618	120.011000000	-0.97	119.993943506	-1.297105000
1656462800.2418859	2.79000	7.819844	3440.265000000	-11.44	3371.964694306	119.820200000	-0.94	119.804006273	0.265067400
1656462801.5224619	2.79500	7.824158	3437.215000000	-11.44	3368.975246598	120.011000000	-0.97	119.993943506	0.742785100
1656462802.7378781	2.78500	7.828472	3441.180000000	-11.44	3372.861528618	120.077800000	-0.95	120.061364072	-0.718460700
1656462804.9529719	2.78500	7.835662	3440.265000000	-11.44	3371.964694306	119.772600000	-1.05	119.752488306	-0.843304100
1656462806.2169590	2.79400	7.839976	3438.130000000	-11.44	3369.872080911	119.810800000	-1.05	119.790681891	0.953813600
1656462807.5181320	2.77700	7.844290	3441.790000000	-11.44	3373.387937352	119.572200000	-0.85	119.558980162	-1.275433000
1656462808.7318981	2.78900	7.848604	3441.485000000	-11.44	3373.160473389	119.829800000	-1.04	119.809907995	0.637930700
1656462811.0580659	2.78400	7.855794	3439.960000000	-11.44	3371.665749535	120.020600000	-0.79	120.009306753	-0.222880500
1656462812.2694690	2.78200	7.860108	3442.705000000	-11.44	3374.284752661	120.335200000	-0.83	120.322634767	-0.761351600
1656462813.8512540	2.78600	7.865860	3441.180000000	-11.44	3372.790060479	120.363800000	-0.88	120.349539025	-1.438552000
1656462815.0643799	2.78600	7.870174	3439.350000000	-11.44	3371.067859994	120.192200000	-1.00	120.174040296	0.909111600
1656462816.9310420	2.77400	7.875926	3442.095000000	-11.44	3373.686875789	120.201800000	-0.81	120.189788465	0.168534700
