----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1656502223.2108631	1.65400	0.173998	548.745000000	-8.30	543.000093908	19.196340000	-6.05	19.089280820
1656502226.9085000	1.65300	0.198444	652.240000000	-8.42	645.213021141	22.373400000	-5.83	22.257597814
1656502227.9846311	1.65200	0.205634	688.175000000	-8.47	680.665619649	23.250800000	-5.85	23.129713130
1656502229.5933380	1.65000	0.217138	717.280000000	-8.51	709.386488270	24.352200000	-5.82	24.226673490
1656502230.6889050	1.65300	0.224328	756.575000000	-8.55	748.166802788	25.248600000	-5.65	25.125852080
1656502232.2904291	1.64900	0.234394	787.815000000	-8.59	778.985870562	26.352600000	-5.65	26.224756545
1656502233.3914919	1.65600	0.241584	832.525000000	-8.64	823.077293788	27.129800000	-5.50	27.004808999
1656502234.9925880	1.65600	0.253088	875.935000000	-8.68	865.897974434	28.298000000	-5.27	28.178472993
1656502236.2289331	1.65000	0.261716	889.060000000	-8.71	878.816287481	28.939400000	-5.35	28.813237390
1656502237.7931180	1.65500	0.271782	934.760000000	-8.76	923.855973071	29.931200000	-5.19	29.808488121
1656502241.9171469	1.65400	0.299104	1051.335000000	-8.89	1038.699485919	32.165200000	-5.03	32.041132501
1656502242.9952719	1.65300	0.306294	1069.340000000	-8.92	1056.418762664	32.859000000	-4.93	32.737337416
1656502244.6009901	1.65700	0.316360	1122.595000000	-8.98	1108.847455848	33.729200000	-4.81	33.610611204
1656502245.6990690	1.65100	0.323550	1146.855000000	-9.01	1132.716518117	34.392000000	-4.71	34.275860647
1656502247.3031390	1.65100	0.335054	1176.000000000	-9.04	1161.405669441	35.071600000	-4.58	34.959414206
1656502248.4022169	1.65200	0.342244	1203.315000000	-9.07	1188.282570250	35.584200000	-4.55	35.472154398
1656502250.0025971	1.64900	0.352310	1237.340000000	-9.10	1221.759767846	36.373200000	-4.45	36.263451639
1656502253.1352410	1.64800	0.373880	1313.335000000	-9.19	1296.469912450	37.880000000	-4.27	37.774756328
1656502254.8027921	1.64800	0.385384	1346.290000000	-9.23	1328.866334360	38.466600000	-4.20	38.363297070
1656502255.9058549	1.64700	0.392574	1379.555000000	-9.27	1361.538283044	38.981600000	-4.15	38.879587478
1656502257.5045919	1.65200	0.402640	1414.805000000	-9.31	1396.184451291	39.630200000	-3.98	39.534721388
1656502258.6086450	1.64900	0.409830	1432.655000000	-9.33	1413.702357681	40.131000000	-3.86	40.039774900
1656502259.7077610	1.64700	0.418458	1452.645000000	-9.35	1433.353852923	40.517200000	-3.83	40.426804571
1656502260.8045430	1.65400	0.425648	1485.145000000	-9.38	1465.270392113	40.946400000	-3.83	40.854760519
1656502262.4102509	1.65100	0.435714	1518.105000000	-9.42	1497.633490684	41.652000000	-3.64	41.567880972
1656502263.5079801	1.65000	0.442904	1534.435000000	-9.44	1513.664308981	42.057400000	-3.59	41.974685643
1656502264.6120341	1.65300	0.450094	1568.155000000	-9.47	1546.765987125	42.434000000	-3.51	42.354399258
1656502265.7081130	1.65100	0.457284	1584.480000000	-9.50	1562.758937554	42.887000000	-3.47	42.808190789
1656502267.3098431	1.65300	0.468788	1619.120000000	-9.53	1596.783958346	43.445000000	-3.29	43.373221875
1656502268.4083071	1.64500	0.475978	1625.985000000	-9.54	1603.497848956	43.764400000	-3.26	43.693665571
1656502270.0110719	1.65200	0.486044	1675.120000000	-9.59	1651.690926827	44.303200000	-3.23	44.232907011
1656502271.1141310	1.65000	0.493234	1689.155000000	-9.61	1665.470627493	44.737200000	-3.14	44.670120339
1656502272.3119349	1.64700	0.501862	1704.110000000	-9.62	1680.126517140	45.071000000	-3.08	45.005725160
1656502273.4097190	1.64900	0.509052	1725.930000000	-9.65	1701.518410221	45.423800000	-3.00	45.361548261
1656502275.1071961	1.64800	0.520556	1759.350000000	-9.68	1734.280110094	45.977000000	-2.95	45.915989863
1656502276.2082601	1.64500	0.527746	1784.220000000	-9.71	1758.638335275	46.306000000	-2.86	46.248242158
1656502277.8125091	1.64700	0.539250	1806.345000000	-9.74	1780.318288760	46.763800000	-2.77	46.709317812
1656502278.9113641	1.64800	0.546440	1826.485000000	-9.76	1800.070957338	47.078400000	-2.71	47.025904595
1656502280.5190639	1.64500	0.556506	1855.935000000	-9.79	1828.897097894	47.560000000	-2.59	47.511566049
1656502282.1299679	1.64700	0.568010	1879.435000000	-9.82	1851.920689188	47.941600000	-2.56	47.893679300
1656502283.2284019	1.65100	0.575200	1903.390000000	-9.84	1875.388905578	48.351600000	-2.45	48.307474225
1656502284.9285021	1.65200	0.586704	1932.690000000	-9.87	1904.084666935	48.771200000	-2.33	48.730739632
1656502286.0235820	1.64600	0.592456	1941.845000000	-9.88	1913.034410153	48.985800000	-2.26	48.947832061
1656502287.1708801	1.64700	0.601084	1961.985000000	-9.90	1932.769721276	49.295800000	-2.23	49.258601078
1656502288.2386761	1.65100	0.608274	1978.770000000	-9.92	1949.197805582	49.553200000	-2.17	49.517795242
1656502289.8304310	1.64700	0.618340	2000.895000000	-9.94	1970.847621575	49.968000000	-2.05	49.936144692
1656502290.9295051	1.64800	0.625530	2023.480000000	-9.97	1992.946950494	50.244600000	-2.05	50.212568355
1656502292.5285950	1.64600	0.637034	2041.635000000	-9.98	2010.716900815	50.540200000	-1.82	50.514760240
1656502293.6342890	1.65000	0.644224	2063.455000000	-10.01	2032.056431943	50.769200000	-1.85	50.742622959
1656502294.7307250	1.65100	0.651414	2080.850000000	-10.03	2049.073032881	51.031400000	-1.79	51.006553684
1656502295.8317881	1.65300	0.658604	2097.330000000	-10.04	2065.186551982	51.265000000	-1.67	51.243277634
1656502297.4305100	1.65100	0.668670	2117.165000000	-10.07	2084.562711970	51.575000000	-1.61	51.554690111
1656502298.5292311	1.64600	0.677298	2126.780000000	-10.07	2093.990704323	51.780000000	-1.56	51.760808490
1656502300.1373000	1.64900	0.687364	2153.330000000	-10.10	2119.933864349	52.199600000	-1.51	52.181569123
1656502301.2330260	1.64800	0.694554	2167.215000000	-10.12	2133.523843950	52.414200000	-1.44	52.397647034
1656502302.9368401	1.64900	0.706058	2187.815000000	-10.14	2153.642447665	52.695600000	-1.30	52.682119979
1656502305.1445940	1.64900	0.720438	2217.265000000	-10.17	2182.427763371	53.100800000	-1.15	53.090178629
1656502306.2380350	1.65000	0.727628	2231.150000000	-10.18	2196.012047504	53.315400000	-1.13	53.305068067
1656502307.8347740	1.64600	0.739132	2248.545000000	-10.20	2213.008113321	53.635000000	-1.03	53.626299971
1656502308.9344871	1.65100	0.746322	2262.280000000	-10.22	2226.400073126	53.787600000	-0.96	53.780050135
1656502312.5644741	1.64600	0.770768	2303.780000000	-10.26	2266.941695383	54.412200000	-0.73	54.407759445
1656502313.6387160	1.64400	0.777958	2315.990000000	-10.27	2278.870006360	54.545800000	-0.68	54.541913192
1656502314.7370341	1.64600	0.785148	2330.635000000	-10.29	2293.149602290	54.703000000	-0.62	54.699755851
1656502315.8370979	1.65100	0.792338	2340.710000000	-10.30	2303.018760026	55.046400000	-0.68	55.042546033
1656502317.4368360	1.64800	0.802404	2362.375000000	-10.32	2324.157830210	55.098800000	-0.54	55.096352903
1656502318.5365479	1.64500	0.809594	2372.140000000	-10.33	2333.720343199	55.232400000	-0.47	55.230509952
1656502319.6406050	1.64900	0.818222	2387.400000000	-10.34	2348.598632491	55.404000000	-0.39	55.402716507
1656502320.7362061	1.65300	0.825412	2399.300000000	-10.36	2360.214945996	55.571000000	-0.35	55.569939335
1656502322.3379321	1.64500	0.835478	2411.205000000	-10.37	2371.835178270	55.871400000	-0.25	55.870885028
1656502323.4421380	1.64600	0.842668	2423.410000000	-10.38	2383.749499365	55.976200000	-0.23	55.975756803
1656502325.0377381	1.65200	0.854172	2445.690000000	-10.40	2405.480082505	56.219400000	-0.10	56.219321086
1656502326.2348981	1.64600	0.861362	2450.570000000	-10.41	2410.233493552	56.243200000	0.14	56.243022369
1656502327.8392639	1.64600	0.871428	2467.965000000	-10.43	2427.201955448	56.596200000	0.07	56.596162451
1656502329.1188509	1.64800	0.880056	2481.700000000	-10.44	2440.615965237	56.639000000	0.13	56.638849690
1656502330.1740379	1.64900	0.887246	2492.685000000	-10.45	2451.324455549	56.872600000	0.22	56.872195857
1656502331.2381980	1.64500	0.894436	2503.680000000	-10.46	2462.041837281	57.001400000	0.25	57.000848671
1656502332.8472650	1.64700	0.905940	2515.585000000	-10.48	2473.653105914	57.468800000	0.30	57.468012232
1656502333.9419870	1.64600	0.913130	2527.180000000	-10.49	2484.958538483	57.511600000	0.39	57.510267683
1656502335.5420771	1.64200	0.923196	2539.080000000	-10.50	2496.562870697	57.702400000	0.38	57.701144257
1656502337.1458020	1.64700	0.934700	2556.780000000	-10.52	2513.819980347	57.840600000	0.51	57.838308631
1656502338.2777851	1.64800	0.941890	2566.545000000	-10.52	2523.371829063	57.888400000	0.56	57.885595400
1656502339.8442471	1.64600	0.951956	2578.145000000	-10.54	2534.678020648	58.136200000	0.56	58.133443003
1656502341.2036240	1.64700	0.960584	2590.350000000	-10.55	2546.577989211	58.312800000	0.65	58.309070642
1656502342.2657969	1.65100	0.967774	2603.475000000	-10.57	2559.331350084	58.408000000	0.75	58.402996045
1656502343.3439200	1.64900	0.974964	2612.020000000	-10.57	2567.681293172	58.479600000	0.77	58.474264140
1656502344.9479949	1.64600	0.986468	2620.260000000	-10.58	2575.731062950	58.699000000	0.89	58.691950267
1656502346.0417230	1.64500	0.993658	2628.500000000	-10.59	2583.729915372	58.832400000	0.89	58.825334246
1656502347.2405250	1.64800	1.002286	2641.010000000	-10.60	2595.925126651	58.880200000	1.09	58.869506346
1656502348.3366051	1.64700	1.009476	2651.080000000	-10.61	2605.772128481	59.018400000	1.11	59.007324979
1656502350.1271801	1.64900	1.020980	2664.815000000	-10.63	2619.118148729	59.271200000	1.09	59.260435333
1656502351.1923389	1.65000	1.028170	2672.750000000	-10.63	2626.865452218	59.347400000	1.18	59.334771668
1656502352.2541549	1.64700	1.035360	2679.155000000	-10.64	2633.108716187	59.485800000	1.19	59.472883912
1656502353.3731749	1.64800	1.042550	2686.785000000	-10.64	2640.555626041	59.576400000	1.29	59.561300587
1656502354.9479740	1.64900	1.052616	2699.605000000	-10.66	2653.050550722	59.757600000	1.30	59.742313454
1656502356.1407959	1.64900	1.061244	2709.370000000	-10.67	2662.542167629	59.886200000	1.37	59.869131197
1656502357.2452149	1.64300	1.068434	2712.725000000	-10.67	2665.839180947	59.996000000	1.42	59.977523320
1656502358.3544199	1.64400	1.075624	2723.105000000	-10.68	2675.934140406	60.038800000	1.49	60.018554048
1656502359.9537950	1.64500	1.085690	2734.395000000	-10.69	2686.922377933	60.077000000	1.62	60.052987683
1656502361.0540321	1.64600	1.094318	2742.025000000	-10.70	2694.313304817	60.282000000	1.63	60.257726951
1656502362.2707870	1.65200	1.101508	2753.620000000	-10.71	2705.652976724	60.563400000	1.70	60.536806312
1656502363.3558900	1.64500	1.108698	2755.755000000	-10.72	2707.697141450	60.692200000	1.79	60.662650006
1656502365.1890881	1.65100	1.121640	2772.845000000	-10.73	2724.326996973	60.692200000	1.82	60.661448195
1656502366.2573080	1.64400	1.128830	2776.815000000	-10.73	2728.227531686	60.801800000	1.91	60.768090075
1656502367.8580410	1.65400	1.138896	2790.850000000	-10.75	2741.908027797	60.925800000	1.92	60.891595142
1656502368.9581060	1.64700	1.146086	2795.735000000	-10.75	2746.652758213	61.054600000	1.93	61.020108284
1656502370.5588379	1.64700	1.157590	2805.805000000	-10.76	2756.436277354	61.269200000	2.06	61.229680540
1656502372.1599219	1.64600	1.167656	2814.350000000	-10.77	2764.775868395	61.469400000	2.04	61.430441864
1656502373.2586839	1.64800	1.174846	2820.760000000	-10.78	2771.017744016	61.564800000	2.11	61.523216116
1656502374.8836620	1.64800	1.186350	2831.135000000	-10.79	2781.098862634	61.679200000	2.20	61.633902422
1656502375.9624331	1.65100	1.193540	2838.155000000	-10.79	2787.939148574	61.741200000	2.20	61.695608805
1656502377.5625219	1.65100	1.203606	2848.835000000	-10.81	2798.318383249	61.827000000	2.23	61.780344956
1656502378.6655660	1.64300	1.210796	2852.800000000	-10.81	2802.213074373	61.912800000	2.29	61.863269068
1656502379.7626469	1.64600	1.217986	2860.430000000	-10.82	2809.595395368	62.132200000	2.34	62.080390092
1656502380.8657429	1.64200	1.226614	2867.145000000	-10.82	2816.134689916	62.151200000	2.41	62.096136384
1656502382.4664459	1.64400	1.236680	2875.080000000	-10.83	2823.871960058	62.251400000	2.42	62.195697548
1656502383.5651650	1.64500	1.243870	2881.185000000	-10.84	2829.811517109	62.294400000	2.54	62.233293703
1656502384.6695781	1.64500	1.251060	2887.285000000	-10.84	2835.745892000	62.532800000	2.58	62.469413227
1656502385.7653010	1.64500	1.258250	2893.695000000	-10.85	2841.984455755	62.628000000	2.60	62.563627976
1656502387.3657351	1.64300	1.269754	2901.325000000	-10.86	2849.363681939	62.752000000	2.64	62.685398605
1656502388.4651511	1.64800	1.276944	2908.345000000	-10.86	2856.257957157	62.885600000	2.65	62.818553140
1656502390.0654011	1.64600	1.287010	2916.890000000	-10.87	2864.534755692	62.976200000	2.75	62.903781188
1656502391.1694570	1.64400	1.294200	2922.075000000	-10.87	2869.626690153	63.305200000	2.74	63.233037132
1656502392.3923850	1.64400	1.302828	2928.790000000	-10.88	2876.105401975	63.243200000	2.85	63.164976229
1656502393.4666920	1.64800	1.310018	2935.810000000	-10.89	2882.941056068	63.295600000	2.87	63.216319593
1656502395.1777680	1.64400	1.321522	2942.525000000	-10.90	2889.476899345	63.414800000	2.96	63.329965030
1656502396.2652240	1.64600	1.328712	2948.320000000	-10.90	2895.109049148	63.558000000	2.96	63.473317272
1656502397.8687871	1.64300	1.338778	2955.645000000	-10.91	2902.243294075	63.701000000	3.02	63.612297932
1656502398.9656680	1.64500	1.345968	2961.140000000	-10.91	2907.580317029	63.791600000	3.05	63.701356540
1656502400.5654020	1.64200	1.357472	2968.465000000	-10.92	2914.713953740	63.853600000	3.11	63.759678363
1656502402.1681280	1.64300	1.367538	2976.705000000	-10.93	2922.745681477	64.001400000	3.16	63.904331483
1656502403.2691920	1.64400	1.374728	2982.500000000	-10.93	2928.376419596	64.053800000	3.21	63.953299990
1656502404.9736440	1.64500	1.386232	2989.825000000	-10.94	2935.449675462	64.168200000	3.23	64.066388515
1656502406.0687270	1.64200	1.393422	2993.795000000	-10.94	2939.347473899	64.320800000	3.22	64.219125324
1656502407.2688870	1.64300	1.402050	3000.200000000	-10.95	2945.576324398	64.545000000	3.29	64.438361283
1656502408.3695891	1.64700	1.409240	3005.695000000	-10.96	2950.911473966	64.559200000	3.34	64.449801273
1656502410.1777670	1.64100	1.420744	3013.020000000	-10.96	2958.042981380	64.697600000	3.40	64.583988805
1656502411.2718501	1.64700	1.429372	3018.515000000	-10.97	2963.377592141	64.826400000	3.40	64.712562628
1656502412.8699450	1.64000	1.439438	3024.310000000	-10.97	2969.006465541	64.816800000	3.49	64.696455469
1656502413.9710081	1.64300	1.446628	3029.500000000	-10.98	2974.041150631	64.993200000	3.53	64.870027831
1656502415.5733809	1.64300	1.458132	3036.215000000	-10.99	2980.572648583	65.093400000	3.58	64.966659407
1656502417.1741121	1.64500	1.468198	3043.535000000	-10.99	2987.697746394	65.198200000	3.61	65.069117184
1656502418.2715390	1.64400	1.475388	3047.505000000	-11.00	2991.534045748	65.284000000	3.67	65.149974269
1656502419.8730440	1.64100	1.485454	3054.220000000	-11.00	2998.064683717	65.431800000	3.76	65.291256993
1656502420.9723370	1.63900	1.494082	3058.490000000	-11.01	3002.195023359	65.455800000	3.76	65.314756062
1656502422.5697241	1.64000	1.504148	3064.595000000	-11.02	3008.126347318	65.565400000	3.76	65.424119896
1656502423.6747730	1.64400	1.511338	3069.780000000	-11.02	3013.215807789	65.660800000	3.84	65.513388695
1656502424.7761960	1.64200	1.518528	3073.750000000	-11.02	3017.051133195	65.784800000	3.84	65.637110310
1656502425.8762679	1.64200	1.525718	3078.020000000	-11.03	3021.180726695	65.875400000	3.88	65.724255300
1656502427.4786301	1.64100	1.537222	3084.125000000	-11.03	3027.111193784	65.904000000	3.95	65.747606406
1656502428.5767021	1.64100	1.544412	3088.400000000	-11.03	3031.307165203	65.989800000	4.00	65.829373368
1656502429.6821110	1.64000	1.551602	3092.060000000	-11.04	3034.837516492	66.028000000	4.04	65.864089889
1656502430.7798271	1.64100	1.558792	3096.335000000	-11.05	3038.971294022	66.194800000	4.08	66.027041160
1656502432.3785639	1.64300	1.570296	3101.825000000	-11.05	3044.359584502	66.333200000	4.09	66.164100497
1656502433.4796259	1.64300	1.577486	3106.405000000	-11.05	3048.792390327	66.376000000	4.12	66.204801573
1656502435.0813580	1.64500	1.587552	3112.200000000	-11.06	3054.417420568	66.347400000	4.09	66.178264298
1656502436.1847579	1.64100	1.594742	3115.865000000	-11.06	3057.951773905	66.423800000	4.17	66.247955473
1656502437.3815839	1.63600	1.603370	3120.135000000	-11.06	3062.142409274	66.657400000	4.24	66.474793578
1656502438.4836390	1.64100	1.610560	3124.105000000	-11.07	3065.975820904	66.786200000	4.27	66.601165575
1656502440.1727779	1.63700	1.622064	3129.595000000	-11.08	3071.300726558	66.872000000	4.30	66.684114128
1656502441.2821770	1.64400	1.629254	3133.565000000	-11.08	3075.196778247	66.996000000	4.27	66.810384314
1656502442.8905289	1.64400	1.639320	3138.445000000	-11.08	3079.922724048	67.100800000	4.33	66.909099857
1656502444.9849460	1.64200	1.653700	3145.465000000	-11.09	3086.748492162	67.191400000	4.39	66.994089397
1656502446.2944551	1.64300	1.662328	3149.740000000	-11.09	3090.880239981	67.296400000	4.40	67.098241014
1656502447.8901970	1.64300	1.672394	3155.230000000	-11.10	3096.204052208	67.420400000	4.45	67.216973346
1656502449.2156620	1.64000	1.682460	3159.505000000	-11.11	3100.335363031	67.487000000	4.51	67.278405245
1656502450.2897980	1.63600	1.689650	3162.860000000	-11.11	3103.627532261	67.639600000	4.56	67.425495298
1656502451.3899400	1.64000	1.696840	3166.220000000	-11.11	3106.924607853	67.663400000	4.54	67.451467381
1656502452.9915941	1.64100	1.706906	3171.100000000	-11.11	3111.649234375	67.687400000	4.63	67.466328313
1656502455.2256379	1.64400	1.721286	3178.425000000	-11.12	3118.772742359	67.902000000	4.66	67.677347000
1656502456.2931440	1.64200	1.729914	3181.475000000	-11.12	3121.701239292	68.011600000	4.67	67.786005147
1656502457.8935249	1.63800	1.739980	3186.360000000	-11.13	3126.430065564	68.178400000	4.69	67.949921765
1656502458.9929450	1.64400	1.747170	3189.105000000	-11.13	3129.123436850	68.192800000	4.73	67.960166267
1656502460.5956790	1.64200	1.757236	3193.990000000	-11.14	3133.851975835	68.250000000	4.75	68.015989940
1656502462.2003970	1.64000	1.768740	3199.175000000	-11.14	3138.939350090	68.355000000	4.81	68.114670045
1656502463.3004651	1.63800	1.775930	3201.925000000	-11.14	3141.572794239	68.407400000	4.83	68.164479100
1656502465.0175231	1.64000	1.787434	3207.110000000	-11.15	3146.595146703	68.545600000	4.91	68.294267963
1656502466.0966470	1.64000	1.794624	3210.165000000	-11.15	3149.592502008	68.626800000	4.91	68.374555001
1656502467.3044260	1.64400	1.801814	3213.825000000	-11.15	3153.118354194	68.722000000	4.99	68.461327669
1656502468.3975141	1.63700	1.810442	3217.180000000	-11.15	3156.409980863	68.908000000	4.91	68.654721421
1656502470.2216451	1.63800	1.821946	3222.370000000	-11.16	3161.436650694	68.998600000	4.95	68.741261199
1656502471.2971351	1.63900	1.829136	3224.505000000	-11.17	3163.465905875	69.036800000	4.98	68.776190256
1656502472.8968749	1.63900	1.839202	3228.780000000	-11.17	3167.659981166	69.241800000	5.05	68.973446752
1656502473.9975760	1.63700	1.847830	3232.135000000	-11.17	3170.951471834	69.299000000	5.06	69.029146972
1656502475.5993061	1.64400	1.857896	3236.105000000	-11.17	3174.780677635	69.413400000	5.06	69.143101494
1656502477.2023849	1.63900	1.867962	3240.375000000	-11.18	3178.903996417	69.442000000	5.12	69.164491857
1656502478.2974689	1.64000	1.876590	3242.815000000	-11.18	3181.297708797	69.532600000	5.12	69.254729796
1656502479.8978429	1.64300	1.886656	3246.480000000	-11.18	3184.827259142	69.675800000	5.12	69.398008807
1656502480.9992571	1.64000	1.893846	3249.835000000	-11.18	3188.118545536	69.761600000	5.21	69.473605573
1656502482.5999899	1.63900	1.903912	3254.110000000	-11.19	3192.246247225	69.895000000	5.18	69.609106327
1656502483.7216430	1.63900	1.912540	3257.160000000	-11.19	3195.238263799	70.057200000	5.20	69.769315597
1656502484.7991140	1.64000	1.919730	3259.600000000	-11.20	3197.565617137	70.028600000	5.27	69.732134770
1656502485.9011919	1.63800	1.926920	3262.045000000	-11.20	3199.964085641	70.081000000	5.26	69.785660563
1656502487.5005691	1.63800	1.936986	3266.010000000	-11.20	3203.787201233	70.205000000	5.27	69.908463372
1656502488.6019840	1.64000	1.944176	3268.755000000	-11.20	3206.479904522	70.305200000	5.30	70.004850696
1656502489.7050431	1.63800	1.951366	3271.505000000	-11.21	3209.110940245	70.386200000	5.31	70.084141938
1656502490.8017640	1.63800	1.958556	3273.945000000	-11.21	3211.504404628	70.457800000	5.30	70.156117109
1656502492.3948720	1.63800	1.970060	3277.605000000	-11.21	3215.094601201	70.572200000	5.33	70.267288470
1656502493.4955809	1.63700	1.977250	3280.965000000	-11.21	3218.323719263	70.729600000	5.39	70.417092068
1656502495.1042919	1.63900	1.987316	3282.795000000	-11.21	3220.118780292	70.786800000	5.39	70.473342893
1656502496.2103400	1.64100	1.994506	3285.540000000	-11.22	3222.744443242	70.815400000	5.36	70.505292146
1656502497.4221101	1.63900	2.003134	3288.290000000	-11.22	3225.441883303	70.968000000	5.42	70.650237747
1656502498.5072141	1.63900	2.010324	3290.425000000	-11.22	3227.536077678	71.044200000	5.46	70.721863140
1656502500.2136660	1.63900	2.021828	3294.390000000	-11.23	3231.358151494	71.177800000	5.45	70.856273880
1656502501.3077469	1.63900	2.029018	3297.140000000	-11.23	3233.988299683	71.268400000	5.46	70.945045915
1656502502.9098301	1.64100	2.040522	3300.495000000	-11.23	3237.279039762	71.301800000	5.51	70.971868683
1656502504.0075481	1.63800	2.047712	3303.240000000	-11.24	3239.904067718	71.397200000	5.54	71.063225361
1656502505.6102741	1.63500	2.057778	3306.905000000	-11.24	3243.498795443	71.502000000	5.57	71.164635355
1656502507.7156601	1.64300	2.072158	3310.260000000	-11.24	3246.789467070	71.645000000	5.66	71.295953283
1656502508.8157239	1.63800	2.079348	3313.315000000	-11.24	3249.718253919	71.716600000	5.60	71.373836605
1656502510.4164541	1.63500	2.089414	3316.975000000	-11.25	3253.240255466	71.945400000	5.62	71.599332372
1656502511.5125310	1.63900	2.098042	3318.805000000	-11.25	3255.035092529	72.021800000	5.63	71.673885580
1656502513.1106391	1.63700	2.108108	3321.855000000	-11.26	3257.958604901	72.093400000	5.61	71.748098091
1656502515.3084099	1.63600	2.122488	3326.435000000	-11.26	3262.450507892	72.360400000	5.68	72.004873316
1656502516.4144590	1.64100	2.129678	3328.875000000	-11.26	3264.843574114	72.331800000	5.68	71.976413836
1656502518.1877329	1.64400	2.141182	3331.320000000	-11.26	3267.173432179	72.446200000	5.68	72.091002484
1656502519.7565501	1.64000	2.152686	3335.590000000	-11.26	3271.361210764	72.584400000	5.71	72.224756185
1656502520.8187180	1.63300	2.159876	3338.335000000	-11.27	3273.985062827	72.670200000	5.71	72.310131060
1656502522.4198020	1.63800	2.169942	3340.170000000	-11.27	3275.784691261	72.713200000	5.79	72.342241345
1656502523.5138741	1.63500	2.177132	3341.695000000	-11.27	3277.280295274	72.842000000	5.78	72.471153386
1656502525.1205969	1.63800	2.188636	3344.745000000	-11.27	3280.203044885	72.908600000	5.73	72.544307067
1656502526.2242999	1.64200	2.195826	3346.270000000	-11.27	3281.698617685	73.008800000	5.77	72.638643592
1656502527.5301721	1.63900	2.204454	3348.410000000	-11.27	3283.797323122	73.118600000	5.78	72.747116443
1656502528.6229050	1.64400	2.211644	3349.630000000	-11.28	3284.925186940	73.137600000	5.83	72.759825902
1656502529.7279589	1.64000	2.218834	3352.680000000	-11.28	3287.916270081	73.185200000	5.84	72.805622542
1656502530.8230369	1.63800	2.226024	3354.510000000	-11.28	3289.710919965	73.261600000	5.89	72.875357839
1656502532.4237709	1.63500	2.237528	3358.480000000	-11.29	3293.535419692	73.471400000	5.88	73.084840359
