----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1656506442.1916969	1.45000	0.143800	208.693500000	-7.89	206.717889782	9.140400000	-7.24	9.067603627
1656506445.8210630	1.45000	0.168246	271.531500000	-7.96	268.913978166	11.960340000	-7.16	11.866968672
1656506448.9184439	1.45000	0.188378	330.622000000	-8.03	327.377046707	14.520960000	-6.94	14.414690703
1656506451.0052221	1.45000	0.202758	373.347000000	-8.09	369.633372007	16.350820000	-6.86	16.233627626
1656506452.2097089	1.45000	0.209948	395.910500000	-8.11	391.949069310	17.141180000	-6.92	17.016384510
1656506453.7974291	1.45000	0.221452	428.335500000	-8.15	424.005208746	18.317780000	-6.87	18.186260343
1656506457.9227891	1.45000	0.248774	515.995000000	-8.26	510.639648932	21.271800000	-6.70	21.126700633
1656506461.0241511	1.45000	0.268906	584.110000000	-8.35	577.924026027	23.408000000	-6.61	23.252305701
1656506462.0953000	1.45000	0.276096	607.380000000	-8.37	600.910605053	24.066200000	-6.65	23.904090046
1656506463.1993489	1.45000	0.283286	631.530000000	-8.40	624.755156436	24.764600000	-6.54	24.603446416
1656506464.3037510	1.45000	0.291914	656.285000000	-8.43	649.194305529	25.429800000	-6.40	25.271517264
1656506465.8991520	1.45000	0.301980	692.410000000	-8.47	684.854407239	26.424000000	-6.38	26.260452534
1656506467.1069291	1.45000	0.310608	719.725000000	-8.51	711.804581572	27.160800000	-6.37	26.993323552
1656506468.1990170	1.45000	0.317798	744.555000000	-8.54	736.303554790	27.790200000	-6.30	27.622373744
1656506469.3040700	1.45000	0.324988	769.775000000	-8.57	761.184113263	28.457800000	-6.16	28.293701180
1656506470.8958211	1.45000	0.335054	805.935000000	-8.61	796.852327853	29.373400000	-6.16	29.203691457
1656506471.9948931	1.45000	0.342244	835.540000000	-8.65	826.044929899	30.157800000	-6.03	29.990937739
1656506473.4001541	1.45000	0.352310	863.540000000	-8.68	853.658650007	30.823000000	-5.98	30.655495270
1656506474.5025589	1.45000	0.359500	888.865000000	-8.71	878.609440192	31.421400000	-5.98	31.250300575
1656506475.6026349	1.45000	0.366690	914.465000000	-8.74	903.841423491	32.055600000	-5.95	31.882791976
1656506478.7269380	1.45100	0.386822	986.030000000	-8.82	974.370115490	33.715000000	-5.76	33.544773538
1656506479.8070581	1.45100	0.394012	1010.900000000	-8.85	998.864729895	34.332400000	-5.71	34.161930936
1656506481.4091370	1.45100	0.405516	1047.675000000	-8.89	1035.083473784	35.157400000	-5.69	34.984297254
1656506483.5051949	1.45100	0.419896	1094.975000000	-8.95	1081.637162316	36.249400000	-5.45	36.085653313
1656506486.6328521	1.45100	0.440028	1166.080000000	-9.03	1151.627950006	37.803800000	-5.44	37.633407391
1656506488.2130001	1.45200	0.450094	1200.720000000	-9.07	1185.700168849	38.523800000	-5.26	38.361450755
1656506489.3107071	1.45200	0.458722	1225.285000000	-9.10	1209.856560966	39.091400000	-5.15	38.933714830
1656506491.1517990	1.45200	0.470226	1265.725000000	-9.15	1249.619170649	39.873400000	-5.05	39.718499329
1656506492.2149630	1.45200	0.477416	1289.070000000	-9.17	1272.581138523	40.374200000	-5.03	40.218839546
1656506494.1238711	1.45200	0.490358	1331.340000000	-9.22	1314.132167342	41.222800000	-5.02	41.064929899
1656506495.7139881	1.45200	0.500424	1364.605000000	-9.26	1346.829536608	41.933400000	-4.81	41.785965984
1656506496.9583130	1.45200	0.509052	1391.155000000	-9.29	1372.916319393	42.477000000	-4.74	42.331726115
1656506498.5211439	1.45300	0.519118	1424.110000000	-9.32	1405.294569505	43.096800000	-4.66	42.954214724
1656506499.6125879	1.45300	0.526308	1446.695000000	-9.35	1427.482869011	43.564200000	-4.62	43.422652204
1656506500.7136509	1.45300	0.533498	1468.975000000	-9.38	1449.341857600	44.022000000	-4.56	43.882653860
1656506501.8167081	1.45300	0.542126	1491.555000000	-9.40	1471.518136028	44.460600000	-4.52	44.322077728
1656506503.4150920	1.45300	0.552192	1524.365000000	-9.44	1503.730620300	45.080400000	-4.45	44.944745724
1656506504.5155160	1.45300	0.559382	1545.570000000	-9.46	1524.542285732	45.438200000	-4.30	45.310178583
1656506505.6155701	1.45300	0.566572	1567.240000000	-9.49	1545.809404820	45.915000000	-4.34	45.783462085
1656506506.7142920	1.45300	0.573762	1589.975000000	-9.51	1568.123624216	46.377400000	-4.21	46.252496492
1656506508.3230009	1.45300	0.585266	1620.340000000	-9.55	1597.902787404	46.897200000	-4.08	46.778347464
1656506509.4190819	1.45400	0.592456	1641.550000000	-9.56	1618.733483152	47.212000000	-4.01	47.096187819
1656506511.0201621	1.45400	0.602522	1672.985000000	-9.60	1649.556580078	47.769800000	-3.93	47.657470718
1656506512.2275860	1.45400	0.611150	1695.260000000	-9.62	1671.401071203	48.156000000	-3.89	48.044826861
1656506513.8243289	1.45500	0.621216	1725.170000000	-9.66	1700.708567261	48.723600000	-3.79	48.617267188
1656506515.9237289	1.45500	0.635596	1763.470000000	-9.70	1738.279235704	49.343400000	-3.59	49.246356254
1656506517.0251379	1.45500	0.642786	1784.370000000	-9.72	1758.754646246	49.705800000	-3.52	49.611919855
1656506518.2285819	1.45500	0.651414	1804.665000000	-9.74	1778.630519927	50.006200000	-3.50	49.913034889
1656506519.3319919	1.45500	0.658604	1824.200000000	-9.77	1797.754221821	50.330400000	-3.48	50.237593137
1656506521.1401751	1.45500	0.670108	1855.480000000	-9.80	1828.415670573	50.831200000	-3.34	50.745064041
1656506522.2279110	1.45500	0.677298	1873.790000000	-9.82	1846.358330133	51.126800000	-3.30	51.042022390
1656506524.0610261	1.45600	0.690240	1904.610000000	-9.85	1876.522745719	51.646600000	-3.14	51.569160277
1656506525.6411700	1.45600	0.700306	1930.705000000	-9.88	1902.094379225	51.956400000	-3.05	51.882899331
1656506526.8868351	1.45600	0.708934	1951.150000000	-9.90	1922.096061727	52.271200000	-2.98	52.200705470
1656506528.4466829	1.45600	0.719000	1976.025000000	-9.92	1946.458177077	52.638400000	-2.85	52.573293014
1656506529.5354221	1.45600	0.726190	1993.115000000	-9.94	1963.184453595	52.891000000	-2.81	52.827222513
1656506531.1325040	1.45600	0.736256	2018.595000000	-9.97	1988.099067804	53.205800000	-2.65	53.148815962
1656506532.2332311	1.45700	0.744884	2035.075000000	-9.99	2004.219285114	53.482400000	-2.56	53.429190975
1656506533.8289731	1.45700	0.754950	2059.030000000	-10.01	2027.698764967	53.821000000	-2.52	53.768951577
1656506536.0391431	1.45700	0.769330	2092.140000000	-10.04	2060.076093349	54.259600000	-2.38	54.212716256
1656506537.1335011	1.45700	0.776520	2108.470000000	-10.06	2076.040194447	54.526600000	-2.29	54.483206169
1656506538.2372141	1.45700	0.783710	2123.880000000	-10.08	2091.096498820	54.741200000	-2.27	54.698091495
1656506539.3406291	1.45800	0.792338	2139.290000000	-10.10	2106.150902169	54.984400000	-2.14	54.945980423
1656506540.9423561	1.45800	0.802404	2162.640000000	-10.12	2128.980176687	55.308600000	-2.06	55.272925208
1656506542.1870320	1.45800	0.811032	2179.115000000	-10.14	2145.078337219	55.504200000	-1.99	55.470658266
1656506543.7535009	1.45800	0.821098	2200.020000000	-10.16	2165.535024040	55.699600000	-1.81	55.671747960
1656506545.0699890	1.45800	0.829726	2217.415000000	-10.18	2182.534393957	55.971400000	-1.73	55.945946620
1656506546.1544621	1.45800	0.836916	2232.220000000	-10.19	2196.982502867	56.195600000	-1.63	56.172805084
1656506547.2441909	1.45900	0.844106	2246.105000000	-10.21	2210.565011538	56.438800000	-1.61	56.416574779
1656506548.8489130	1.45900	0.855610	2266.855000000	-10.23	2230.818243225	56.572200000	-1.61	56.549922247
1656506552.9938569	1.45900	0.882932	2317.820000000	-10.28	2280.627380724	57.287600000	-1.25	57.274010691
1656506554.2445250	1.46000	0.891560	2333.690000000	-10.30	2296.111799447	57.468800000	-1.19	57.456446950
1656506555.8495989	1.46000	0.901626	2352.915000000	-10.32	2314.850868752	57.788200000	-1.12	57.777120103
1656506557.0912740	1.46000	0.910254	2366.955000000	-10.33	2328.574877913	57.921800000	-1.01	57.912729497
1656506558.1580839	1.46000	0.917444	2379.465000000	-10.34	2340.792596574	58.045600000	-1.00	58.036723977
1656506559.2515130	1.46000	0.924634	2392.280000000	-10.36	2353.309303133	58.150600000	-0.83	58.144527996
1656506560.8538921	1.46100	0.934700	2409.985000000	-10.37	2370.589665740	58.341400000	-0.79	58.335826281
1656506561.9523261	1.46100	0.941890	2423.105000000	-10.39	2383.358000466	58.584600000	-0.70	58.580277636
1656506563.3532250	1.46100	0.951956	2438.365000000	-10.40	2398.275513813	58.741800000	-0.64	58.738181057
1656506564.4506650	1.46200	0.959146	2450.875000000	-10.42	2410.487084815	58.937400000	-0.55	58.934664791
1656506566.1411541	1.46200	0.970650	2468.880000000	-10.43	2428.055033426	59.123400000	-0.49	59.121220225
1656506567.2521801	1.46200	0.977840	2480.480000000	-10.45	2439.369079561	59.285400000	-0.38	59.284109807
1656506568.9576421	1.46200	0.989344	2497.875000000	-10.46	2456.333378985	59.485800000	-0.26	59.485168541
1656506571.0526929	1.46200	1.003724	2518.635000000	-10.48	2476.604296221	59.843400000	-0.26	59.842793292
1656506572.1501181	1.46300	1.010914	2529.925000000	-10.49	2487.609438607	59.914800000	-0.19	59.914463596
1656506573.7488561	1.46300	1.020980	2545.490000000	-10.51	2502.768325232	60.148600000	-0.05	60.148578893
1656506575.0041561	1.46300	1.029608	2558.000000000	-10.52	2514.970568894	60.267800000	0.14	60.267609658
1656506576.0686741	1.46300	1.036798	2568.075000000	-10.54	2524.777798718	60.339200000	0.11	60.339080564
1656506577.1574111	1.46300	1.043988	2578.755000000	-10.55	2535.178922759	60.491800000	0.11	60.491692535
1656506578.7591419	1.46400	1.055492	2593.710000000	-10.56	2549.781713254	60.711200000	0.35	60.710080174
1656506579.8595641	1.46400	1.062682	2603.170000000	-10.57	2559.031521562	60.973400000	0.47	60.971365984
1656506581.4592879	1.46400	1.072748	2618.425000000	-10.58	2573.876896874	61.006800000	0.42	61.005160922
1656506583.0580101	1.46500	1.082814	2633.380000000	-10.60	2588.476101899	61.188000000	0.53	61.185401901
1656506584.2086010	1.46500	1.091442	2642.840000000	-10.61	2597.672952922	61.302400000	0.53	61.299737549
1656506585.7707961	1.46500	1.101508	2656.575000000	-10.62	2611.070734390	61.493200000	0.70	61.488584480
1656506587.0852759	1.46500	1.110136	2668.170000000	-10.63	2622.364079560	61.612400000	0.76	61.606951256
1656506588.1620581	1.46500	1.117326	2676.715000000	-10.64	2630.658892527	61.698200000	0.80	61.692125617
1656506589.2611260	1.46600	1.124516	2685.870000000	-10.65	2639.604404123	61.798400000	0.86	61.791471034
1656506590.8648479	1.46600	1.136020	2699.300000000	-10.66	2652.698526802	61.908000000	0.95	61.899526199
1656506591.9599299	1.46600	1.143210	2707.845000000	-10.67	2660.991017720	62.022600000	0.98	62.013564715
1656506593.6677370	1.46600	1.154714	2721.880000000	-10.69	2674.677522105	62.256200000	1.07	62.245384732
1656506594.7694371	1.46700	1.161904	2731.035000000	-10.70	2683.567636977	62.442200000	1.13	62.429970326
1656506596.3691690	1.46700	1.171970	2743.245000000	-10.70	2695.512076612	62.580400000	1.21	62.566399224
1656506598.4665761	1.46700	1.186350	2758.200000000	-10.72	2710.045781182	62.704400000	1.31	62.688061229
1656506599.5699761	1.46700	1.193540	2767.050000000	-10.73	2718.687348987	62.795000000	1.43	62.775333574
1656506600.6677041	1.46700	1.200730	2775.290000000	-10.74	2726.675071191	62.847400000	1.49	62.826035701
1656506601.9925289	1.46700	1.209358	2785.055000000	-10.75	2736.214652294	63.038200000	1.55	63.015015168
1656506603.0736489	1.46800	1.216548	2792.685000000	-10.75	2743.656304360	63.109600000	1.58	63.085666473
1656506604.1763470	1.46800	1.223738	2802.145000000	-10.76	2752.840675816	63.252800000	1.69	63.225416542
1656506605.8861401	1.46800	1.235242	2812.825000000	-10.78	2763.222672547	63.405400000	1.79	63.374321476
1656506606.9750040	1.46800	1.242432	2819.845000000	-10.78	2770.063653280	63.558000000	1.84	63.525371046
1656506608.3791349	1.46800	1.252498	2829.915000000	-10.79	2779.900424335	63.581800000	1.85	63.548515723
1656506609.4772091	1.46900	1.259688	2837.850000000	-10.80	2787.583874480	63.672400000	1.93	63.636204961
1656506610.5772719	1.46900	1.266878	2845.175000000	-10.81	2794.723283749	63.815400000	1.92	63.779572867
1656506611.6783350	1.46900	1.274068	2852.495000000	-10.81	2801.857463503	63.882200000	2.00	63.843128889
1656506613.2770741	1.46900	1.285572	2862.875000000	-10.82	2811.996943646	64.039600000	2.12	63.995850227
1656506614.3804820	1.46900	1.292762	2869.890000000	-10.83	2818.774399130	63.934600000	2.22	63.886614248
1656506615.9778869	1.47000	1.302828	2880.880000000	-10.84	2829.455223625	64.225400000	2.27	64.174822720
1656506617.2777491	1.47000	1.311456	2888.815000000	-10.85	2837.191661717	64.325600000	2.32	64.272783019
1656506618.8811250	1.47000	1.322960	2898.885000000	-10.85	2847.024561221	64.449600000	2.41	64.392783773
1656506620.9795310	1.47000	1.335902	2911.395000000	-10.87	2859.195874958	64.635600000	2.50	64.574277902
1656506622.0795970	1.47100	1.343092	2918.720000000	-10.87	2866.331909031	64.783400000	2.55	64.719249928
1656506623.2803929	1.47100	1.351720	2925.435000000	-10.88	2872.810753460	64.888200000	2.59	64.821812488
1656506624.3814580	1.47100	1.358910	2931.540000000	-10.88	2878.805933544	64.974200000	2.68	64.903028859
1656506626.0772929	1.47100	1.370414	2941.305000000	-10.90	2888.278893613	65.045600000	2.77	64.969818592
1656506627.1809900	1.47200	1.377604	2948.015000000	-10.90	2894.809553754	65.169600000	2.78	65.092682917
1656506628.9462819	1.47200	1.389108	2957.785000000	-10.91	2904.286000663	65.269800000	2.87	65.187704475
1656506631.0031409	1.47200	1.403488	2969.685000000	-10.93	2915.852934401	65.398600000	2.98	65.310401459
1656506632.1806560	1.47300	1.410678	2975.790000000	-10.93	2921.788186310	65.484400000	2.98	65.395729362
1656506633.7803881	1.47300	1.422182	2984.030000000	-10.94	2929.819377328	65.603600000	3.08	65.508957720
1656506635.0529950	1.47300	1.430810	2990.435000000	-10.94	2936.048581519	65.684600000	3.15	65.585356970
1656506636.1095359	1.47300	1.438000	2996.540000000	-10.95	2941.982960840	65.784800000	3.22	65.681197949
1656506637.1823120	1.47300	1.445190	3002.035000000	-10.96	2947.318183231	65.856200000	3.25	65.750151168
1656506638.7814050	1.47400	1.455256	3009.665000000	-10.96	2954.749198331	66.013600000	3.31	65.903340028
1656506639.8781221	1.47400	1.462446	3015.460000000	-10.97	2960.378395999	66.132800000	3.33	66.021137367
1656506641.4838400	1.47400	1.473950	3023.700000000	-10.97	2968.407620203	66.218600000	3.41	66.101082304
1656506643.0875621	1.47400	1.484016	3032.245000000	-10.99	2976.675403686	66.328400000	3.49	66.205248901
1656506644.2863669	1.47400	1.492644	3037.435000000	-10.99	2981.709658118	66.404600000	3.51	66.280033486
1656506645.8914440	1.47500	1.502710	3045.675000000	-11.00	2989.737655815	66.461800000	3.60	66.330652819
1656506647.0859001	1.47500	1.511338	3051.165000000	-11.00	2995.065853375	66.676400000	3.64	66.542185673
1656506648.1913071	1.47500	1.517090	3056.050000000	-11.01	2999.799934326	66.790800000	3.67	66.653680862
1656506649.2901089	1.47500	1.525718	3061.545000000	-11.01	3005.193792620	66.862400000	3.73	66.720612998
1656506650.8937409	1.47500	1.535784	3069.170000000	-11.02	3012.555616582	66.948200000	3.77	66.803018791
1656506651.9888220	1.47600	1.542974	3074.665000000	-11.02	3017.949254964	67.091200000	3.85	66.940106500
1656506653.1919761	1.47600	1.551602	3079.550000000	-11.03	3022.682473439	67.172400000	3.86	67.020178515
1656506654.2870581	1.47600	1.558792	3084.430000000	-11.03	3027.410555488	67.282000000	3.85	67.130003845
1656506655.9911489	1.47600	1.570296	3092.060000000	-11.04	3034.837516492	67.425000000	4.01	67.260098724
1656506657.0922110	1.47600	1.577486	3096.945000000	-11.05	3039.569992964	67.491800000	4.01	67.326240978
1656506658.1882889	1.47700	1.584676	3101.520000000	-11.05	3044.060235031	67.596800000	4.03	67.429990908
1656506659.2976840	1.47700	1.591866	3106.710000000	-11.05	3049.091733677	67.615800000	4.03	67.448944022
1656506660.9034071	1.47700	1.603370	3113.115000000	-11.06	3055.315432245	67.730200000	4.09	67.557539203
1656506662.1247880	1.47700	1.610560	3118.305000000	-11.06	3060.346422688	67.773200000	4.19	67.592231617
1656506663.2012510	1.47700	1.617750	3122.580000000	-11.07	3064.479196070	67.859000000	4.19	67.677283183
1656506664.3023391	1.47800	1.624940	3127.155000000	-11.08	3068.906175898	67.902000000	4.23	67.717034483
1656506665.9286461	1.47800	1.636444	3133.870000000	-11.08	3075.496097079	68.087800000	4.32	67.894355769
1656506667.0027821	1.47800	1.643634	3138.140000000	-11.08	3079.623411353	68.178400000	4.36	67.980915464
1656506668.7401440	1.47800	1.655138	3144.855000000	-11.09	3086.149879054	68.149800000	4.43	67.946382468
1656506669.8132839	1.47900	1.662328	3148.825000000	-11.09	3089.982338751	68.221400000	4.46	68.014445898
1656506671.4070330	1.47900	1.672394	3154.620000000	-11.10	3095.605463683	68.393000000	4.52	68.179913497
1656506673.5044401	1.47900	1.686774	3162.860000000	-11.11	3103.627532261	68.493200000	4.57	68.275822717
1656506674.5985191	1.47900	1.693964	3167.135000000	-11.11	3107.758568923	68.579000000	4.62	68.356174692
1656506675.7055690	1.47900	1.701154	3170.795000000	-11.11	3111.349952417	68.684000000	4.62	68.460833529
1656506676.9147019	1.48000	1.709782	3175.375000000	-11.12	3115.779984353	68.793600000	4.66	68.565997152
1656506678.5084491	1.48000	1.719848	3181.170000000	-11.12	3121.401969652	68.922400000	4.77	68.683689767
1656506679.6085141	1.48000	1.727038	3184.835000000	-11.12	3124.998111392	68.951000000	4.78	68.711589904
1656506681.2102489	1.48000	1.738542	3190.630000000	-11.13	3130.619754230	69.113000000	4.84	68.866353151
1656506682.3079579	1.48000	1.745732	3194.295000000	-11.14	3134.151233144	69.232200000	4.87	68.982673871
1656506683.9118321	1.48100	1.755798	3199.785000000	-11.14	3139.473130512	69.308600000	4.88	69.056948114
1656506686.2225189	1.48100	1.771616	3207.720000000	-11.15	3147.193636633	69.489800000	4.94	69.231256731
1656506687.3089659	1.48100	1.778806	3211.385000000	-11.15	3150.724443890	69.528000000	4.99	69.264270396
1656506689.1457200	1.48200	1.791748	3218.100000000	-11.16	3157.247394184	69.656600000	5.03	69.388560484
1656506690.7109051	1.48200	1.801814	3223.590000000	-11.16	3162.633581125	69.828400000	5.09	69.552603582
1656506691.9685509	1.48200	1.810442	3227.560000000	-11.17	3166.463075469	69.919000000	5.10	69.642195252
1656506693.5380061	1.48200	1.820508	3232.440000000	-11.17	3171.185129535	69.990400000	5.18	69.704116109
1656506694.6164131	1.48200	1.827698	3236.105000000	-11.17	3174.780677635	70.081000000	5.18	69.794345526
1656506695.7165501	1.48200	1.834888	3239.155000000	-11.17	3177.772880010	70.057200000	5.19	69.769979619
1656506696.8196089	1.48200	1.842078	3242.205000000	-11.18	3180.699280702	70.209800000	5.26	69.914591668
1656506698.4263439	1.48300	1.853582	3247.700000000	-11.18	3186.024090558	70.305200000	5.26	70.009590544
1656506699.5244019	1.48300	1.860772	3251.055000000	-11.19	3189.249325705	70.376600000	5.27	70.079338556
1656506700.6231101	1.48300	1.867962	3253.805000000	-11.19	3191.947045567	70.467200000	5.33	70.162742129
1656506701.7235329	1.48300	1.875152	3257.465000000	-11.19	3195.537465456	70.548400000	5.35	70.240841092
1656506703.3239081	1.48300	1.885218	3261.125000000	-11.20	3199.061594425	70.696200000	5.40	70.382447762
1656506704.4283140	1.48400	1.892408	3265.095000000	-11.20	3202.889633470	70.777200000	5.47	70.455368932
1656506706.0256989	1.48400	1.903912	3270.285000000	-11.20	3207.980755535	70.829600000	5.50	70.503988342
1656506707.2703810	1.48400	1.912540	3273.030000000	-11.21	3210.606855484	70.925000000	5.54	70.593951331
1656506708.8411911	1.48400	1.922606	3277.605000000	-11.21	3215.094601201	71.053800000	5.56	70.719271641
1656506710.9306149	1.48400	1.936986	3283.405000000	-11.22	3220.650248867	71.101400000	5.57	70.765925488
1656506712.0257001	1.48500	1.944176	3287.065000000	-11.22	3224.240296367	71.273200000	5.62	70.930365750
1656506713.7291529	1.48500	1.955680	3291.035000000	-11.23	3228.067342999	71.387600000	5.63	71.043482723
1656506714.8312111	1.48500	1.962870	3293.780000000	-11.23	3230.759822676	71.421000000	5.63	71.075987854
1656506716.4349360	1.48500	1.972936	3298.055000000	-11.23	3234.885774250	71.621200000	5.72	71.264835730
1656506718.5376740	1.48500	1.987316	3304.155000000	-11.24	3240.801523617	71.788200000	5.71	71.431753400
1656506719.6387441	1.48600	1.994506	3307.210000000	-11.24	3243.797947409	71.931200000	5.77	71.567264214
1656506720.7384560	1.48600	2.001696	3309.650000000	-11.24	3246.191163138	71.969400000	5.82	71.598424582
1656506722.0503149	1.48600	2.010324	3312.700000000	-11.24	3249.115058411	72.007400000	5.85	71.632395669
1656506723.1394091	1.48600	2.017514	3315.755000000	-11.25	3252.043697423	72.074200000	5.85	71.698847784
1656506724.2401199	1.48600	2.024704	3318.195000000	-11.25	3254.436813508	72.222000000	5.87	71.843561931
1656506725.8448400	1.48600	2.036208	3321.550000000	-11.25	3257.727348123	72.408000000	5.87	72.027811693
1656506726.9459021	1.48700	2.043398	3324.605000000	-11.26	3260.655708225	72.479600000	5.98	72.084925738
1656506728.8442030	1.48700	2.056340	3328.875000000	-11.26	3264.843574114	72.584400000	5.93	72.195466920
1656506731.0719020	1.48700	2.070720	3334.675000000	-11.26	3270.463829639	72.651200000	5.98	72.255591322
1656506732.1480269	1.48700	2.077910	3337.115000000	-11.27	3272.788579617	72.703600000	6.01	72.303728831
1656506733.2494349	1.48800	2.085100	3339.560000000	-11.27	3275.186449656	72.813400000	6.06	72.406510575
1656506734.3491580	1.48800	2.092290	3342.305000000	-11.27	3277.878536879	72.856200000	6.05	72.449876450
1656506735.9518809	1.48800	2.103794	3346.270000000	-11.27	3281.698617685	73.028000000	6.10	72.614240456
1656506737.2693670	1.48800	2.112422	3349.020000000	-11.28	3284.326970312	73.070800000	6.13	72.653538013
1656506738.8521430	1.48800	2.122488	3351.765000000	-11.28	3287.018945139	73.137600000	6.13	72.719956559
1656506740.9545369	1.48900	2.136868	3356.645000000	-11.28	3291.804678164	73.380800000	6.18	72.954354987
1656506742.0526099	1.48900	2.144058	3359.395000000	-11.29	3294.432725886	73.485600000	6.19	73.056887496
1656506743.2817070	1.48900	2.152686	3361.835000000	-11.29	3296.756625740	73.442800000	6.19	73.014337190
1656506744.3518240	1.48900	2.159876	3363.970000000	-11.29	3298.850296428	73.538200000	6.25	73.101672549
1656506746.2135110	1.49000	2.171380	3368.550000000	-11.30	3303.272546279	73.705000000	6.25	73.266642272
1656506747.2796681	1.49000	2.178570	3370.380000000	-11.30	3305.067083620	73.757400000	6.25	73.318730625
1656506749.1868219	1.49000	2.191512	3374.350000000	-11.30	3308.960150966	73.924400000	6.28	73.481358774
1656506750.7593889	1.49000	2.201578	3377.400000000	-11.30	3311.881738151	74.062600000	6.31	73.613628886
1656506752.0220220	1.49000	2.210206	3379.840000000	-11.30	3314.274404534	74.119800000	6.34	73.667062265
1656506753.0895181	1.49000	2.217396	3381.975000000	-11.30	3316.367987618	74.134200000	6.35	73.679659190
1656506754.1586821	1.49000	2.224586	3384.420000000	-11.31	3318.696068169	74.263000000	6.36	73.805948142
1656506755.7624071	1.49100	2.236090	3386.860000000	-11.31	3321.088684454	74.391600000	6.36	73.933756673
1656506756.8621111	1.49100	2.243280	3388.690000000	-11.32	3322.813533719	74.458400000	6.40	73.994079469
1656506758.4728160	1.49100	2.253346	3392.050000000	-11.32	3326.108214989	74.491800000	6.44	74.022037696
1656506759.5629089	1.49100	2.260536	3394.185000000	-11.32	3328.201710380	74.611000000	6.46	74.136975155
1656506760.6639719	1.49100	2.267726	3396.320000000	-11.32	3330.295205770	74.682600000	6.47	74.207239673
1656506761.7651260	1.49100	2.274916	3398.455000000	-11.32	3332.318851069	74.792200000	6.48	74.314375859
1656506763.3627729	1.49100	2.286420	3401.510000000	-11.32	3335.314398778	74.940000000	6.49	74.459458652
1656506764.4668269	1.49200	2.293610	3403.340000000	-11.33	3337.038798695	75.035400000	6.55	74.546217973
