------------------------------------------------------------------------------------------------------------------
time (s)	 T (K)	 R1 (Ohm)	 Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)
1653757441.8253689	100.25000	28648.500000000	0.36	28647.934503137	2127.850000000	0.34	2127.813411630
1653757443.0260510	100.21000	28648.500000000	0.36	28647.934503137	2127.087500000	0.34	2127.050924741
1653757444.4250841	100.18000	28648.500000000	0.36	28647.934503137	2126.325000000	0.34	2126.288437853
1653757445.6268809	100.14000	28648.500000000	0.36	28647.934503137	2125.560000000	0.35	2125.520793754
1653757447.4280739	100.06000	28629.500000000	0.36	28628.934878181	2124.797500000	0.34	2124.760964118
1653757449.6305530	100.02000	28600.800000000	0.36	28600.235444694	2124.035000000	0.35	2123.995821883
1653757450.8349941	99.98500	28600.800000000	0.36	28600.235444694	2123.272500000	0.34	2123.235990340
1653757452.5334661	99.94300	28562.700000000	0.36	28562.136196756	2122.510000000	0.35	2122.470850012
1653757454.7369521	99.90100	28524.500000000	0.36	28523.936950791	2121.747500000	0.35	2121.708364076
1653757456.0693929	99.87300	28467.300000000	0.36	28466.738079870	2120.982500000	0.35	2120.943378187
1653757457.7389541	99.81800	28467.300000000	0.36	28466.738079870	2120.220000000	0.34	2120.183542828
1653757459.4415340	99.77900	28467.300000000	0.36	28466.738079870	2119.457500000	0.34	2119.421055939
1653757460.6423280	99.74300	28467.300000000	0.36	28466.738079870	2118.695000000	0.35	2118.655920380
1653757462.4381869	99.67800	28467.300000000	0.36	28466.738079870	2117.170000000	0.35	2117.130948509
1653757464.6363270	99.64700	28467.300000000	0.36	28466.738079870	2117.170000000	0.35	2117.130948509
1653757465.8411119	99.61700	28457.800000000	0.36	28457.238267392	2116.405000000	0.34	2116.368608427
1653757467.5394621	99.57600	28467.300000000	0.36	28466.738079870	2115.642500000	0.35	2115.603476684
1653757469.2345870	99.53300	28467.300000000	0.36	28466.738079870	2114.880000000	0.35	2114.840990748
1653757470.4343891	99.49900	28467.300000000	0.36	28466.738079870	2114.117500000	0.35	2114.078504812
1653757472.1342120	99.45800	28467.300000000	0.36	28466.738079870	2113.355000000	0.35	2113.316018877
1653757473.3370049	99.43100	28457.800000000	0.36	28457.238267392	2112.592500000	0.34	2112.556173983
1653757475.0344779	99.38000	28457.800000000	0.36	28457.238267392	2111.827500000	0.35	2111.788547052
1653757476.7355931	99.33600	28438.700000000	0.36	28438.138644409	2111.065000000	0.35	2111.026061116
1653757477.9353881	99.30400	28419.600000000	0.36	28419.039021427	2110.302500000	0.35	2110.263575181
1653757479.6368520	99.28800	28419.600000000	0.36	28419.039021427	2109.540000000	0.35	2109.501089245
1653757480.8390040	99.23900	28391.000000000	0.36	28390.439585967	2108.777500000	0.35	2108.738603309
1653757482.5361230	99.19800	28324.300000000	0.37	28323.722110745	2108.012500000	0.34	2107.976252736
1653757484.2369881	99.16400	28286.100000000	0.37	28285.522890125	2107.250000000	0.34	2107.212460220
1653757485.4377789	99.12500	28286.100000000	0.37	28285.522890125	2106.487500000	0.35	2106.448645549
1653757487.1362550	99.10400	28286.100000000	0.37	28285.522890125	2106.487500000	0.35	2106.448645549
1653757488.3413949	99.04500	28286.100000000	0.37	28285.522890125	2105.725000000	0.35	2105.686159613
1653757490.0385160	99.00900	28286.100000000	0.37	28285.522890125	2104.200000000	0.35	2104.161187742
1653757491.7389841	98.96600	28286.100000000	0.37	28285.522890125	2103.435000000	0.35	2103.396201853
1653757492.9387851	98.92700	28286.100000000	0.37	28285.522890125	2103.435000000	0.35	2103.396201853
1653757494.6386080	98.90700	28276.600000000	0.37	28276.023083949	2102.672500000	0.35	2102.633715917
1653757495.8433940	98.85100	28286.100000000	0.37	28285.522890125	2101.910000000	0.34	2101.872555350
1653757497.5425110	98.82300	28286.100000000	0.37	28285.522890125	2101.147500000	0.35	2101.107396117
1653757499.2399859	98.78600	28286.100000000	0.37	28285.522890125	2100.385000000	0.35	2100.344910671
1653757500.4407830	98.75600	28286.100000000	0.37	28285.522890125	2099.622500000	0.35	2099.582425224
1653757502.1432481	98.71900	28276.600000000	0.37	28276.023083949	2098.857500000	0.35	2098.817439826
1653757503.3440449	98.66300	28276.600000000	0.37	28276.023083949	2098.095000000	0.35	2098.054954379
1653757505.0428741	98.62900	28238.400000000	0.37	28237.823863328	2097.332500000	0.35	2097.292468933
1653757506.7449760	98.60200	28238.400000000	0.37	28237.823863328	2097.332500000	0.35	2097.292468933
1653757507.9461329	98.56200	28228.900000000	0.37	28228.324057153	2096.570000000	0.35	2096.529983486
1653757509.6451111	98.54200	28209.800000000	0.37	28209.224446843	2095.807500000	0.35	2095.767498040
1653757510.8492579	98.50600	28133.500000000	0.37	28132.926003561	2094.280000000	0.35	2094.240027195
1653757512.5477121	98.44800	28104.900000000	0.37	28104.326587075	2093.517500000	0.35	2093.477541748
1653757514.2502050	98.41700	28104.900000000	0.37	28104.326587075	2093.517500000	0.35	2093.477541748
1653757515.4516320	98.37000	28104.900000000	0.37	28104.326587075	2092.755000000	0.35	2092.715056302
1653757517.1530960	98.34100	28104.900000000	0.37	28104.326587075	2091.992500000	0.35	2091.952570856
1653757518.3578820	98.29300	28104.900000000	0.37	28104.326587075	2090.465000000	0.35	2090.425100010
1653757520.0462880	98.26400	28104.900000000	0.37	28104.326587075	2090.465000000	0.35	2090.425100010
1653757521.7477369	98.22200	28104.900000000	0.37	28104.326587075	2089.702500000	0.35	2089.662614564
1653757522.9495370	98.17500	28104.900000000	0.37	28104.326587075	2088.940000000	0.35	2088.900129118
1653757524.6496429	98.13600	28104.900000000	0.37	28104.326587075	2088.177500000	0.35	2088.137643671
1653757525.8494451	98.10400	28104.900000000	0.37	28104.326587075	2087.415000000	0.35	2087.375158225
1653757527.5459571	98.06000	28104.900000000	0.37	28104.326587075	2086.652500000	0.35	2086.612672778
1653757529.2464261	98.03500	28104.900000000	0.37	28104.326587075	2085.887500000	0.35	2085.847687380
1653757530.4462221	98.01000	28095.400000000	0.37	28094.826780900	2085.125000000	0.35	2085.085201933
1653757532.1466889	97.98500	28076.300000000	0.37	28075.727170589	2084.362500000	0.35	2084.322716487
1653757533.3508401	97.92500	28057.200000000	0.37	28056.627560279	2084.362500000	0.35	2084.322716487
1653757535.0483479	97.88000	28057.200000000	0.37	28056.627560279	2083.600000000	0.35	2083.560231040
1653757536.7478211	97.84500	28047.700000000	0.37	28047.127754104	2082.837500000	0.35	2082.797745594
1653757537.9482651	97.79300	28009.600000000	0.37	28009.028531442	2081.310000000	0.35	2081.270274749
1653757539.6480811	97.75600	27942.800000000	0.37	27942.229894336	2081.310000000	0.35	2081.270274749
1653757540.8508811	97.72000	27923.700000000	0.37	27923.130284025	2080.547500000	0.35	2080.507789302
1653757542.5490010	97.67500	27923.700000000	0.37	27923.130284025	2079.785000000	0.35	2079.745303856
1653757544.2488301	97.64400	27923.700000000	0.37	27923.130284025	2079.022500000	0.35	2078.982818409
1653757545.4492691	97.61300	27923.700000000	0.37	27923.130284025	2078.260000000	0.35	2078.220332963
1653757547.1510930	97.57300	27923.700000000	0.37	27923.130284025	2077.495000000	0.35	2077.455347564
1653757548.3535290	97.54300	27923.700000000	0.37	27923.130284025	2076.732500000	0.35	2076.692862118
1653757550.0503631	97.48700	27923.700000000	0.37	27923.130284025	2075.970000000	0.35	2075.930376671
1653757551.7514429	97.47100	27923.700000000	0.37	27923.130284025	2075.207500000	0.35	2075.167891225
1653757552.9522409	97.41700	27923.700000000	0.37	27923.130284025	2074.445000000	0.35	2074.405405779
1653757554.6507139	97.39400	27923.700000000	0.37	27923.130284025	2074.445000000	0.35	2074.405405779
1653757555.8558609	97.33100	27923.700000000	0.37	27923.130284025	2072.917500000	0.35	2072.877934934
1653757557.5505300	97.30200	27923.700000000	0.37	27923.130284025	2072.155000000	0.35	2072.115449487
1653757559.2552121	97.26900	27904.700000000	0.37	27904.111852234	2071.392500000	0.35	2071.352964041
1653757560.4556589	97.22300	27876.000000000	0.37	27875.412457145	2070.630000000	0.35	2070.590478594
1653757562.1586680	97.19100	27876.000000000	0.37	27875.412457145	2070.630000000	0.35	2070.590478594
1653757563.3574610	97.15200	27876.000000000	0.37	27875.412457145	2069.867500000	0.35	2069.827993148
1653757565.0559421	97.12000	27847.400000000	0.37	27846.813059947	2068.340000000	0.35	2068.300522303
1653757566.7574100	97.09200	27790.200000000	0.37	27789.614265552	2068.340000000	0.35	2068.300522303
1653757567.9582031	97.03800	27752.100000000	0.37	27751.515068587	2067.577500000	0.35	2067.538036856
1653757569.6606741	97.00600	27742.500000000	0.37	27741.915270926	2066.815000000	0.36	2066.774202841
1653757570.8650970	96.96300	27742.500000000	0.37	27741.915270926	2066.052500000	0.36	2066.011717892
1653757572.5639241	96.90200	27742.500000000	0.37	27741.915270926	2065.290000000	0.36	2065.249232944
1653757574.7650571	96.87400	27742.500000000	0.37	27741.915270926	2063.762500000	0.36	2063.721763095
1653757575.9917929	96.82200	27742.500000000	0.37	27741.915270926	2063.000000000	0.36	2062.959278146
1653757577.6693180	96.77400	27742.500000000	0.37	27741.915270926	2062.237500000	0.36	2062.196793197
1653757579.5709071	96.72900	27742.500000000	0.37	27741.915270926	2062.237500000	0.36	2062.196793197
1653757581.7640619	96.68000	27742.500000000	0.37	27741.915270926	2060.712500000	0.36	2060.671823300
1653757582.9642229	96.66500	27742.500000000	0.37	27741.915270926	2060.712500000	0.36	2060.671823300
1653757584.6656799	96.61700	27742.500000000	0.37	27741.915270926	2059.185000000	0.36	2059.144353451
1653757585.8724580	96.57800	27723.500000000	0.37	27722.915671389	2058.422500000	0.36	2058.381868502
1653757587.5716000	96.52500	27704.400000000	0.37	27703.816073960	2057.660000000	0.36	2057.619383553
1653757589.2660861	96.50200	27704.400000000	0.37	27703.816073960	2057.660000000	0.36	2057.619383553
1653757590.4652419	96.44500	27704.400000000	0.37	27703.816073960	2056.897500000	0.36	2056.856898604
1653757592.1657081	96.41200	27694.900000000	0.37	27694.316274192	2056.132500000	0.36	2056.091913705
1653757593.3701420	96.37200	27666.200000000	0.37	27665.616879102	2054.607500000	0.36	2054.566943807
1653757595.0669770	96.33200	27609.000000000	0.37	27608.418084708	2053.845000000	0.36	2053.804458858
1653757596.7663071	96.29800	27570.900000000	0.37	27570.318887742	2053.845000000	0.36	2053.804458858
1653757597.9671021	96.26400	27561.300000000	0.37	27560.719090081	2053.082500000	0.36	2053.041973909
1653757599.6675701	96.23600	27561.300000000	0.37	27560.719090081	2052.320000000	0.36	2052.279488960
1653757600.8713629	96.18200	27561.300000000	0.37	27560.719090081	2051.555000000	0.36	2051.514504061
1653757602.5678389	96.13000	27561.300000000	0.37	27560.719090081	2050.792500000	0.36	2050.752019112
1653757604.2674961	96.10200	27561.300000000	0.37	27560.719090081	2050.030000000	0.36	2049.989534163
1653757605.4691041	96.05800	27561.300000000	0.37	27560.719090081	2049.267500000	0.36	2049.227049214
1653757607.1691239	96.01900	27561.300000000	0.37	27560.719090081	2048.505000000	0.36	2048.464564265
1653757608.3729050	95.97400	27561.300000000	0.37	27560.719090081	2047.742500000	0.36	2047.702079316
1653757610.0683930	95.93500	27561.300000000	0.37	27560.719090081	2046.977500000	0.36	2046.937094417
1653757611.7688620	95.90000	27561.300000000	0.37	27560.719090081	2046.977500000	0.36	2046.937094417
1653757612.9686580	95.85400	27551.800000000	0.37	27551.219290313	2045.452500000	0.36	2045.412124519
1653757614.6701241	95.83300	27532.700000000	0.37	27532.119692884	2045.452500000	0.36	2045.412124519
1653757615.8739159	95.77600	27513.700000000	0.37	27513.120093347	2044.690000000	0.36	2044.649639570
1653757617.5723879	95.73600	27513.700000000	0.37	27513.120093347	2043.165000000	0.36	2043.124669672
1653757619.2705059	95.70800	27513.700000000	0.37	27513.120093347	2043.165000000	0.36	2043.124669672
1653757620.4723001	95.65400	27504.100000000	0.37	27503.520295686	2042.400000000	0.36	2042.359684773
1653757622.1707721	95.62600	27475.500000000	0.37	27474.920898489	2041.637500000	0.36	2041.597199824
1653757623.3779161	95.58700	27408.700000000	0.38	27408.103520941	2040.112500000	0.36	2040.072229926
1653757625.0740731	95.53000	27380.100000000	0.38	27379.504143345	2040.112500000	0.36	2040.072229926
1653757626.7758989	95.50800	27380.100000000	0.38	27379.504143345	2039.350000000	0.36	2039.309744977
1653757627.9773231	95.45100	27380.100000000	0.38	27379.504143345	2038.585000000	0.36	2038.544760077
1653757629.6761479	95.42100	27380.100000000	0.38	27379.504143345	2037.822500000	0.36	2037.782275129
1653757630.8805840	95.40200	27380.100000000	0.38	27379.504143345	2037.060000000	0.36	2037.019790180
1653757632.5804169	95.35100	27380.100000000	0.38	27379.504143345	2036.297500000	0.37	2036.255954244
1653757634.2818811	95.33000	27380.100000000	0.38	27379.504143345	2035.535000000	0.37	2035.493469801
1653757635.4823289	95.28000	27380.100000000	0.38	27379.504143345	2034.772500000	0.37	2034.730985358
1653757637.1847870	95.24700	27380.100000000	0.38	27379.504143345	2034.772500000	0.37	2034.730985358
1653757638.3885770	95.21000	27380.100000000	0.38	27379.504143345	2033.245000000	0.37	2033.203516523
1653757640.0878201	95.15200	27370.600000000	0.38	27370.004350088	2032.482500000	0.37	2032.441032080
1653757642.2893181	95.10900	27351.500000000	0.38	27350.904765750	2031.720000000	0.37	2031.678547637
1653757643.4901021	95.07000	27332.500000000	0.38	27331.905179236	2030.957500000	0.37	2030.916063194
1653757645.3966660	95.00500	27332.500000000	0.38	27331.905179236	2030.195000000	0.37	2030.153578751
1653757647.0951860	94.97900	27332.500000000	0.38	27331.905179236	2029.430000000	0.37	2029.388594359
1653757648.3940880	94.94100	27332.500000000	0.38	27331.905179236	2028.667500000	0.37	2028.626109916
1653757650.0882051	94.88100	27284.800000000	0.38	27284.206217302	2027.142500000	0.37	2027.101141030
1653757652.2906921	94.86600	27227.600000000	0.38	27227.007462111	2027.142500000	0.38	2027.098384517
1653757653.4911330	94.83000	27198.900000000	0.38	27198.308086692	2026.380000000	0.37	2026.338656587
1653757655.1870100	94.77200	27198.900000000	0.38	27198.308086692	2025.615000000	0.37	2025.573672195
1653757656.8928189	94.75300	27198.900000000	0.38	27198.308086692	2024.852500000	0.37	2024.811187752
1653757658.0902679	94.71300	27198.900000000	0.38	27198.308086692	2024.090000000	0.37	2024.048703309
1653757659.2890890	94.67500	27198.900000000	0.38	27198.308086692	2024.090000000	0.37	2024.048703309
1653757660.4902439	94.65200	27198.900000000	0.38	27198.308086692	2022.565000000	0.37	2022.523734423
1653757662.1913559	94.60200	27198.900000000	0.38	27198.308086692	2022.565000000	0.38	2022.520984134
1653757663.3941460	94.55800	27198.900000000	0.38	27198.308086692	2021.802500000	0.37	2021.761249980
1653757665.0918610	94.49900	27198.900000000	0.38	27198.308086692	2020.275000000	0.37	2020.233781145
1653757667.2929950	94.49000	27198.900000000	0.38	27198.308086692	2020.275000000	0.37	2020.233781145
1653757668.4924369	94.42900	27189.400000000	0.38	27188.808293435	2019.512500000	0.37	2019.471296702
1653757670.1939011	94.39000	27170.300000000	0.38	27169.708709097	2017.987500000	0.37	2017.946327816
1653757671.8973610	94.36000	27160.800000000	0.38	27160.208915839	2017.987500000	0.37	2017.946327816
1653757673.0941701	94.33600	27151.300000000	0.38	27150.709122582	2017.225000000	0.37	2017.183843373
1653757674.2960379	94.30800	27151.300000000	0.38	27150.709122582	2016.460000000	0.37	2016.418858981
1653757675.4971859	94.26400	27151.300000000	0.38	27150.709122582	2015.697500000	0.37	2015.656374538
1653757677.1986461	94.21600	27151.300000000	0.38	27150.709122582	2014.935000000	0.37	2014.893890095
1653757678.4144261	94.17600	27113.100000000	0.38	27112.509953906	2014.172500000	0.37	2014.131405652
1653757680.0995660	94.13200	27017.700000000	0.38	27017.112030039	2013.410000000	0.37	2013.368921209
1653757682.2997000	94.09100	27017.700000000	0.38	27017.112030039	2012.645000000	0.37	2012.603936817
1653757683.4998491	94.04700	27017.700000000	0.38	27017.112030039	2011.882500000	0.37	2011.841452374
1653757685.2003119	94.00100	27017.700000000	0.38	27017.112030039	2011.120000000	0.37	2011.078967931
1653757686.9066610	93.97400	27017.700000000	0.38	27017.112030039	2011.120000000	0.38	2011.076233205
1653757688.1031010	93.94500	27017.700000000	0.38	27017.112030039	2009.595000000	0.37	2009.553999045
1653757689.3062470	93.90700	27017.700000000	0.38	27017.112030039	2009.595000000	0.38	2009.551266392
1653757690.5060530	93.85600	27017.700000000	0.38	27017.112030039	2008.832500000	0.37	2008.791514602
1653757692.2095079	93.85000	27017.700000000	0.38	27017.112030039	2008.067500000	0.37	2008.026530210
1653757693.5200150	93.78600	27017.700000000	0.38	27017.112030039	2007.305000000	0.37	2007.264045767
1653757695.2121501	93.73500	27017.700000000	0.38	27017.093216256	2006.542500000	0.37	2006.501561324
1653757697.4156630	93.67700	26989.100000000	0.38	26988.493858576	2005.017500000	0.37	2004.976592438
1653757699.6137869	93.65200	26970.100000000	0.38	26969.494285292	2004.255000000	0.37	2004.214107995
1653757700.8132429	93.61300	26970.100000000	0.38	26969.494285292	2003.490000000	0.37	2003.449123603
1653757702.5147059	93.56500	26970.100000000	0.38	26969.494285292	2002.727500000	0.37	2002.685288484
1653757704.2155430	93.54400	26970.100000000	0.38	26969.494285292	2002.727500000	0.38	2002.683915846
1653757705.5276840	93.49600	26960.500000000	0.38	26959.894500896	2001.965000000	0.37	2001.922804555
1653757707.2191739	93.46800	26922.400000000	0.38	26921.795356574	2001.202500000	0.37	2001.160320626
1653757708.4239590	93.43700	26865.200000000	0.38	26864.596641215	1999.675000000	0.37	1999.632852821
1653757710.1207759	93.37500	26836.500000000	0.38	26835.897285781	1998.912500000	0.37	1998.870368892
1653757712.3215680	93.36200	26836.500000000	0.38	26835.897285781	1998.912500000	0.38	1998.867606926
1653757713.5223651	93.29900	26836.500000000	0.38	26835.897285781	1998.150000000	0.38	1998.105124051
1653757715.2238319	93.26500	26836.500000000	0.38	26835.897285781	1997.387500000	0.37	1997.345401035
1653757717.0233929	93.22700	26836.500000000	0.38	26835.897285781	1995.862500000	0.37	1995.820433177
1653757718.2268260	93.17700	26836.500000000	0.38	26835.897285781	1995.862500000	0.38	1995.817675425
1653757720.0621841	93.13300	26836.500000000	0.38	26835.897285781	1994.335000000	0.37	1994.292965372
1653757721.7308860	93.09800	26836.500000000	0.38	26835.897285781	1994.335000000	0.37	1994.292965372
1653757723.0310609	93.08300	26836.500000000	0.38	26835.897285781	1993.572500000	0.37	1993.530481444
1653757724.2332120	93.04400	26836.500000000	0.38	26835.897285781	1992.810000000	0.37	1992.767997515
1653757725.4376459	92.99400	26817.500000000	0.38	26816.897712497	1992.047500000	0.38	1992.002761105
1653757727.1314931	92.97800	26798.400000000	0.38	26797.798141459	1991.285000000	0.37	1991.243029657
1653757728.3319290	92.91500	26798.400000000	0.38	26797.798141459	1990.520000000	0.38	1990.475295411
1653757730.0337451	92.87000	26798.400000000	0.38	26797.798141459	1989.757500000	0.38	1989.712812536
1653757731.7362220	92.85400	26798.400000000	0.38	26797.798141459	1989.757500000	0.38	1989.712812536
1653757732.9400120	92.81000	26798.400000000	0.38	26797.798141459	1988.995000000	0.38	1988.950329660
1653757734.6384821	92.79100	26779.300000000	0.38	26778.698570421	1988.232500000	0.37	1988.190593995
1653757735.8402791	92.73800	26712.600000000	0.38	26712.000068420	1986.707500000	0.38	1986.662881035
1653757737.5426149	92.69700	26664.900000000	0.38	26664.301139702	1986.707500000	0.38	1986.662881035
1653757739.2442141	92.66000	26664.900000000	0.38	26664.301139702	1985.942500000	0.38	1985.897898216
1653757740.4486499	92.61100	26664.900000000	0.38	26664.301139702	1985.180000000	0.38	1985.135415341
1653757742.1471210	92.57800	26664.900000000	0.38	26664.301139702	1984.417500000	0.38	1984.372932465
1653757743.3382881	92.54600	26664.900000000	0.38	26664.301139702	1983.655000000	0.38	1983.610449590
1653757745.0401411	92.49300	26664.900000000	0.38	26664.301139702	1982.892500000	0.37	1982.850706546
1653757746.7412541	92.46700	26664.900000000	0.38	26664.301139702	1982.127500000	0.38	1982.082983896
1653757747.9420500	92.43600	26664.900000000	0.38	26664.301139702	1981.365000000	0.37	1981.323238741
1653757749.6388969	92.39900	26664.900000000	0.38	26664.301139702	1981.365000000	0.37	1981.323238741
1653757750.8386860	92.34800	26655.300000000	0.38	26654.701355306	1979.840000000	0.38	1979.795535270
1653757752.5388300	92.30300	26645.800000000	0.38	26645.201568664	1979.077500000	0.38	1979.033052395
1653757754.2386580	92.26900	26617.200000000	0.38	26616.602210985	1979.077500000	0.38	1979.033052395
1653757755.4430859	92.22600	26617.200000000	0.38	26616.602210985	1977.550000000	0.38	1977.505586701
1653757757.1395640	92.20400	26617.200000000	0.38	26616.602210985	1976.787500000	0.38	1976.743103826
1653757758.3403630	92.13700	26617.200000000	0.38	26616.602210985	1976.787500000	0.38	1976.743103826
1653757760.0411811	92.11700	26617.200000000	0.38	26616.602210985	1976.025000000	0.38	1975.980620950
1653757761.7442880	92.09000	26617.200000000	0.38	26616.602210985	1975.262500000	0.37	1975.220867364
1653757762.9444580	92.03800	26579.100000000	0.39	26578.484266833	1974.500000000	0.38	1974.455655200
1653757764.6409190	91.99700	26531.400000000	0.39	26530.785371854	1973.737500000	0.38	1973.693172325
1653757765.8403649	91.96800	26483.700000000	0.39	26483.086476876	1972.972500000	0.37	1972.930915630
1653757767.5408330	91.91900	26483.700000000	0.39	26483.086476876	1972.210000000	0.38	1972.165706631
1653757769.2412980	91.88200	26483.700000000	0.39	26483.086476876	1971.447500000	0.38	1971.403223755
1653757770.4450879	91.84700	26483.700000000	0.39	26483.086476876	1970.685000000	0.38	1970.640740880
1653757772.1429341	91.82000	26483.700000000	0.39	26483.086476876	1969.922500000	0.38	1969.879629761
1653757773.3433590	91.78000	26483.700000000	0.39	26483.086476876	1969.157500000	0.39	1969.111882369
1653757775.0448260	91.72800	26483.700000000	0.39	26483.086476876	1968.395000000	0.39	1968.349400033
1653757776.7446260	91.69800	26483.700000000	0.39	26483.086476876	1967.632500000	0.38	1967.589679597
1653757777.9470840	91.66000	26483.700000000	0.39	26483.086476876	1966.870000000	0.39	1966.824435361
1653757779.6449020	91.62700	26474.100000000	0.39	26473.486699270	1966.870000000	0.39	1966.824435361
1653757780.8473549	91.59600	26464.600000000	0.39	26463.986919347	1966.107500000	0.39	1966.061953025
1653757782.5460651	91.54400	26436.000000000	0.39	26435.387581897	1965.345000000	0.39	1965.299470689
1653757784.2502689	91.51200	26436.000000000	0.39	26435.387581897	1963.817500000	0.39	1963.772006075
1653757785.4549179	91.47200	26436.000000000	0.39	26435.387581897	1963.817500000	0.39	1963.772006075
1653757787.1487629	91.42900	26436.000000000	0.39	26435.387581897	1963.055000000	0.39	1963.009523740
1653757788.3492041	91.39700	26436.000000000	0.39	26435.387581897	1962.292500000	0.39	1962.247041404
1653757790.0516641	91.34800	26426.500000000	0.39	26425.887801975	1961.530000000	0.39	1961.484559068
1653757791.7531300	91.31800	26397.900000000	0.39	26397.288464524	1960.767500000	0.39	1960.722076732
1653757792.9582701	91.27700	26312.000000000	0.39	26311.390454489	1960.002500000	0.39	1959.957094454
1653757794.6557479	91.24300	26302.500000000	0.39	26301.890674567	1959.240000000	0.39	1959.194612118
1653757795.8485639	91.18300	26302.500000000	0.39	26301.890674567	1958.477500000	0.39	1958.432129782
1653757797.5490301	91.15000	26302.500000000	0.39	26301.890674567	1957.715000000	0.39	1957.669647446
1653757799.2524879	91.11200	26302.500000000	0.39	26301.890674567	1956.952500000	0.38	1956.909912019
1653757800.4522920	91.05900	26302.500000000	0.39	26301.890674567	1956.187500000	0.39	1956.142182833
1653757802.1487629	91.03200	26302.500000000	0.39	26301.890674567	1955.425000000	0.39	1955.379700497
1653757803.3495641	90.97900	26302.500000000	0.39	26301.890674567	1954.662500000	0.39	1954.617218161
1653757805.0492070	90.94000	26302.500000000	0.39	26301.890674567	1953.900000000	0.39	1953.854735825
1653757806.7496691	90.89800	26292.900000000	0.39	26292.290896961	1953.900000000	0.39	1953.854735825
1653757807.9524641	90.84700	26283.400000000	0.39	26282.791117039	1953.137500000	0.39	1953.092253489
1653757809.6501751	90.81800	26264.300000000	0.39	26263.691559510	1952.375000000	0.39	1952.329771153
1653757810.8499849	90.78100	26254.800000000	0.39	26254.191779588	1950.847500000	0.39	1950.802306539
1653757812.5494449	90.72400	26254.800000000	0.39	26254.191779588	1950.847500000	0.39	1950.802306539
1653757814.2509251	90.69200	26254.800000000	0.39	26254.191779588	1950.085000000	0.39	1950.039824203
1653757815.4543450	90.66000	26254.800000000	0.39	26254.191779588	1949.322500000	0.39	1949.277341868
1653757817.1516690	90.62900	26254.800000000	0.39	26254.191779588	1948.560000000	0.39	1948.514859532
1653757818.3504729	90.58600	26235.700000000	0.39	26235.092222060	1947.797500000	0.39	1947.752377196
1653757820.0519371	90.52800	26207.100000000	0.39	26206.492884609	1947.032500000	0.39	1946.987394918
1653757821.7504079	90.50300	26130.800000000	0.40	26130.175882890	1946.270000000	0.39	1946.224912582
1653757822.9558411	90.46900	26121.300000000	0.40	26120.676109792	1945.507500000	0.39	1945.462430246
1653757824.6535239	90.45300	26121.300000000	0.40	26120.676109792	1944.745000000	0.39	1944.699947910
1653757825.8533270	90.38700	26121.300000000	0.40	26120.676109792	1943.982500000	0.39	1943.937465574
1653757827.5547869	90.34300	26121.300000000	0.40	26120.676109792	1943.982500000	0.39	1943.937465574
1653757829.2519121	90.31500	26121.300000000	0.40	26120.676109792	1943.217500000	0.39	1943.172483296
1653757830.4567010	90.27800	26121.300000000	0.40	26120.676109792	1941.692500000	0.39	1941.647518625
1653757832.1545250	90.23600	26121.300000000	0.40	26120.676109792	1941.692500000	0.39	1941.647518625
1653757833.3573229	90.19200	26121.300000000	0.40	26120.676109792	1940.930000000	0.39	1940.885036289
1653757835.0597861	90.15100	26111.800000000	0.40	26111.176336693	1939.405000000	0.39	1939.360071617
1653757837.4590290	90.08000	26073.600000000	0.40	26072.977249075	1938.640000000	0.40	1938.593696848
1653757839.6581740	90.05300	26073.600000000	0.40	26072.977249075	1937.877500000	0.40	1937.831215060
1653757840.8603261	90.00700	26073.600000000	0.40	26072.977249075	1937.115000000	0.40	1937.068733272
1653757842.5614350	89.96900	26073.600000000	0.40	26072.977249075	1936.352500000	0.40	1936.306251484
1653757844.2622550	89.94100	26073.600000000	0.40	26072.977249075	1935.590000000	0.40	1935.543769696
1653757845.4676869	89.90000	26073.600000000	0.40	26072.977249075	1934.827500000	0.40	1934.781287907
1653757847.1555440	89.86100	26054.500000000	0.40	26053.877705266	1934.827500000	0.41	1934.778444751
1653757848.3573270	89.82000	26025.900000000	0.40	26025.278388358	1934.062500000	0.40	1934.016306179
1653757850.0588000	89.78500	25978.200000000	0.40	25977.579527642	1932.537500000	0.40	1932.491342603
1653757851.7612600	89.74100	25940.100000000	0.40	25939.480437636	1932.537500000	0.40	1932.491342603
1653757852.9666929	89.69900	25940.100000000	0.40	25939.480437636	1931.775000000	0.40	1931.728860814
1653757854.6585369	89.66500	25940.100000000	0.40	25939.480437636	1931.012500000	0.40	1930.966379026
1653757855.8583369	89.62700	25940.100000000	0.40	25939.480437636	1930.247500000	0.40	1930.201397298
1653757857.5591791	89.57600	25940.100000000	0.40	25939.480437636	1929.485000000	0.40	1929.438915510
1653757859.2592881	89.55500	25940.100000000	0.40	25939.480437636	1928.722500000	0.40	1928.676433721
1653757860.4630780	89.49400	25940.100000000	0.40	25939.480437636	1927.960000000	0.40	1927.913951933
1653757862.1606021	89.47200	25940.100000000	0.40	25939.480437636	1927.197500000	0.40	1927.151470145
1653757863.3597579	89.42800	25930.600000000	0.40	25929.980664537	1926.435000000	0.40	1926.388988357
1653757865.0602281	89.39900	25911.500000000	0.40	25910.881120728	1925.670000000	0.40	1925.624006628
