-----------------------------------------------------------------------------------
time (s) 	 Gate (V) 	 I (A) 	 RLkin (V/A) 	 pLkin (deg.) 	 XLkin (V)
1653842489.5254717	76.0	-1.162851e-09	1052.7075	2.43	1051.7608707832337
1653842493.654477	75.0	-7.593086e-10	1055.6074999999998	2.43	1054.6582630078274
1653842497.7515616	74.0	9.900887e-10	1058.66	2.424	1057.712712740353
1653842501.8476577	73.0	-3.248662e-11	1061.865	2.424	1060.9148449115248
1653842505.9467406	72.0	-1.288931e-09	1064.915	2.424	1063.9621157764466
1653842510.1655064	71.0	7.926527e-10	1068.1200000000001	2.424	1067.1642479476186
1653842514.2629516	70.0	-8.736057e-10	1071.325	2.424	1070.3663801187904
1653842518.359685	69.0	-1.28922e-09	1074.5275	2.424	1073.566014526958
1653842522.461761	68.0	1.02548e-09	1077.5800000000002	2.424	1076.6157831548842
1653842526.5608447	67.0	6.668239e-10	1080.7849999999999	2.418	1079.822696239064
1653842530.6629171	66.0	2.669669e-10	1083.99	2.418	1083.0248425877332
1653842534.7590125	65.0	3.941547e-10	1087.1925	2.418	1086.2244911623393
1653842538.871058	64.0	-4.582791e-10	1090.55	2.418	1089.5790017288466
1653842543.086209	63.0	9.149791e-10	1093.755	2.418	1092.7811480775158
1653842547.1849587	62.0	1.076158e-09	1097.1125	2.418	1096.135658644023
1653842551.2830079	61.0	1.214759e-09	1100.315	2.418	1099.3353072186292
1653842555.3840868	60.0	-9.433244e-11	1103.6725	2.412	1102.6946878499364
1653842559.482172	59.0	4.229131e-10	1107.03	2.418	1106.0443283516438
1653842563.5802598	58.0	5.013605e-10	1110.54	2.412	1109.5561035043172
1653842567.678343	57.0	-1.413242e-09	1113.8975	2.412	1112.9106288861276
1653842571.7837725	56.0	-6.468239e-10	1117.2525	2.412	1116.2626564828436
1653842576.1657465	55.0	1.044268e-09	1120.7625	2.412	1119.7695467554138
1653842580.2641852	54.0	1.209526e-09	1124.12	2.406	1123.1290201122204
1653842584.3642642	53.0	-2.778507e-10	1127.63	2.412	1126.6309624097946
1653842588.4942675	52.0	3.451254e-10	1130.9850000000001	2.412	1129.9829900065106
1653842592.5923433	51.0	3.011225e-10	1134.6475	2.406	1133.647239483134
1653842596.6914396	50.0	-6.961853e-10	1138.1575	2.406	1137.1541452054714
1653842600.7885132	49.0	-5.434866e-10	1141.6675	2.406	1140.6610509278087
1653842604.899223	48.0	-1.271297e-09	1145.33	2.406	1144.3203222121565
1653842609.086428	47.0	-2.112258e-10	1148.84	2.4	1147.8322721307725
1653842613.1845214	46.0	8.198456e-10	1152.5	2.406	1151.4840014227432
1653842617.281268	45.0	-1.32136e-09	1156.01	2.4	1154.9959828225813
1653842621.4076223	44.0	1.381047e-09	1159.6725	2.4	1158.6552701878184
1653842625.5063508	43.0	1.221927e-09	1163.335	2.4	1162.3145575530555
1653842629.6054318	42.0	-1.050243e-09	1166.9975	2.4	1165.9738449182923
1653842633.7025206	41.0	-1.016003e-09	1170.8125	2.4	1169.7854985151196
1653842637.8125734	40.0	1.65818e-10	1174.475	2.394	1173.4499297636214
1653842642.1320765	39.0	1.303463e-09	1178.2875	2.394	1177.2591022510935
1653842646.2301586	38.0	-7.969694e-10	1181.95	2.394	1180.9184056570916
1653842650.3266046	37.0	-1.187655e-09	1185.765	2.394	1184.7300759625882
1653842654.4253342	36.0	-1.225604e-09	1189.58	2.394	1188.5417462680848
1653842658.5234213	35.0	7.485678e-10	1193.395	2.394	1192.3534165735816
1653842662.64245	34.0	-1.256669e-09	1197.21	2.388	1196.1703172180844
1653842666.740898	33.0	-6.452999e-10	1201.1775	2.388	1200.1343717561876
1653842670.8389773	32.0	-5.511499e-10	1204.9925	2.388	1203.9460587285544
1653842675.2179625	31.0	-1.370802e-09	1208.805	2.388	1207.7552478719745
1653842679.3170433	30.0	-3.019128e-10	1212.7725	2.388	1211.7193024100777
1653842683.4144783	29.0	7.612159e-10	1216.74	2.388	1215.6833569481812
1653842687.5291777	28.0	1.207218e-09	1220.7075	2.382	1219.6527311056093
1653842691.6485505	27.0	-1.262521e-09	1224.6750000000002	2.382	1223.6168029333498
1653842695.7472918	26.0	9.593131e-10	1228.6425	2.382	1227.5808747610902
1653842699.8457305	25.0	-2.778505e-10	1232.7625	2.382	1231.6973148191346
1653842703.9444625	24.0	-1.042127e-09	1236.73	2.376	1235.6667625387715
1653842708.1532567	23.0	1.731518e-10	1240.85	2.376	1239.783220505878
1653842712.2503424	22.0	7.913344e-10	1244.8175	2.376	1243.747309579785
1653842716.3477917	21.0	9.066705e-11	1248.9375	2.376	1247.8637675468915
1653842720.4465165	20.0	-3.963507e-10	1253.0625	2.376	1251.9852212154144
1653842724.5489192	19.0	8.387157e-10	1257.18	2.376	1256.0991813318128
1653842728.6516683	18.0	-7.072684e-10	1261.3	2.376	1260.2156392989193
1653842732.7501144	17.0	5.709084e-10	1265.4199999999998	2.376	1264.3320972660258
1653842736.8591797	16.0	-1.371999e-09	1269.6925	2.37	1268.6064293898291
1653842741.069945	15.0	-1.394002e-09	1273.8125	2.37	1272.7229052208559
1653842745.1670125	14.0	1.731929e-10	1277.9325	2.37	1276.8393810518826
1653842749.2641141	13.0	7.650072e-10	1282.3575	2.37	1281.26059599176
1653842753.3632042	12.0	5.160283e-10	1286.4775	2.37	1285.3770718227868
1653842757.4619365	11.0	5.21549e-10	1290.75	2.364	1289.6514996324622
1653842761.559023	10.0	4.108414e-10	1295.0225	2.364	1293.9203634962466
1653842765.6670814	9.0	1.204912e-09	1299.4475	2.364	1298.3415975740104
1653842769.7681663	8.0	-4.503682e-10	1303.7199999999998	2.364	1302.6104614377946
1653842774.1305437	7.0	-1.421193e-09	1307.9925	2.364	1306.8793253015792
1653842778.2279878	6.0	6.044053e-10	1312.4174999999998	2.358	1311.3062211343167
1653842782.327075	5.0	-4.845254e-10	1316.8425	2.358	1315.7274743014832
1653842786.4590633	4.0	9.54203e-10	1321.2675	2.358	1320.1487274686492
1653842790.5777402	3.0	1.307585e-09	1325.6925	2.358	1324.5699806358157
1653842794.681809	2.0	-1.11831e-09	1330.1175	2.352	1328.9969573415458
1653842798.7788975	1.0	1.704738e-10	1334.695	2.352	1333.570601077705
1653842802.8819704	0.0	7.332412e-10	1339.1200000000001	2.352	1337.9918732857893
1653842807.0771558	-1.0	-1.229393e-09	1343.6975	2.352	1342.5655170219486
1653842811.175242	-2.0	1.588573e-11	1348.1225	2.346	1346.99257547333
1653842815.274311	-3.0	-6.173633e-10	1352.7	2.346	1351.5662388564642
1653842819.382027	-4.0	-1.111758e-09	1357.28	2.346	1356.1424001442313
1653842823.479114	-5.0	1.097789e-09	1361.705	2.346	1360.5636913447486
1653842827.5765452	-6.0	2.636296e-10	1366.435	2.346	1365.2897269104994
1653842831.6726646	-7.0	-1.295688e-09	1371.0125	2.346	1369.8633902936335
1653842835.787689	-8.0	-5.567543e-10	1375.59	2.34	1374.4429427402547
1653842840.1341317	-9.0	4.694296e-10	1380.1675	2.34	1379.0166257202077
1653842844.2318459	-10.0	-9.921055e-10	1384.8975	2.34	1383.742681535648
1653842848.3269396	-11.0	-8.813106e-10	1389.475	2.34	1388.3163645156008
1653842852.4260235	-12.0	-1.308752e-09	1394.205	2.334	1393.0483738111254
1653842856.526103	-13.0	-9.381289e-10	1398.935	2.334	1397.774449824428
1653842860.6251855	-14.0	-1.249503e-09	1403.665	2.334	1402.5005258377307
1653842864.7256243	-15.0	-1.566764e-09	1408.395	2.334	1407.2266018510334
1653842868.8256392	-16.0	1.101331e-09	1413.2775	2.328	1412.1110707882917
1653842873.0730343	-17.0	-1.491115e-09	1418.01	2.328	1416.8396648842888
1653842877.171478	-18.0	-9.450104e-10	1422.74	2.328	1421.5657610436267
1653842881.2685673	-19.0	1.110314e-09	1427.47	2.328	1426.2918572029646
1653842885.410177	-20.0	6.144997e-10	1432.3525000000002	2.328	1431.1703274985182
1653842889.5072656	-21.0	-2.457568e-11	1437.2350000000001	2.328	1436.0487977940713
1653842893.604353	-22.0	-3.577019e-10	1442.1175	2.322	1440.933394560803
1653842897.713411	-23.0	-1.733059e-09	1447.0	2.322	1445.8118855984217
1653842901.811495	-24.0	3.364425e-11	1451.8825	2.322	1450.6903766360404
1653842906.1190257	-25.0	-1.175005e-09	1456.7649999999999	2.322	1455.568867673659
1653842910.2164652	-26.0	-7.561354e-10	1461.6499999999999	2.322	1460.4498566585576
1653842914.3151958	-27.0	-1.421565e-09	1466.5325	2.316	1465.3345618191793
1653842918.4132798	-28.0	4.593758e-10	1471.5675	2.316	1470.3654489756245
1653842922.511726	-29.0	3.869853e-10	1476.6025	2.316	1475.3963361320696
1653842926.6114516	-30.0	-1.333432e-09	1481.6375	2.316	1480.427223288515
1653842930.7078888	-31.0	1.469084e-11	1486.6725	2.31	1485.4643936171055
1653842934.821936	-32.0	6.980129e-10	1491.555	2.31	1490.342925978359
1653842939.2069001	-33.0	1.226624e-09	1496.5925	2.31	1495.3763323828268
1653842943.302372	-34.0	-1.545667e-09	1501.6275	2.31	1500.4072408188558
1653842947.4014385	-35.0	-1.632357e-09	1506.815	2.31	1505.59052532966
1653842951.5280886	-36.0	-7.532108e-10	1511.8500000000001	2.304	1510.6278067805008
1653842955.6424744	-37.0	-1.582628e-09	1516.885	2.304	1515.658736440943
1653842959.7405684	-38.0	8.255726e-10	1522.0725	2.304	1520.8420428190057
1653842963.8386557	-39.0	-4.93136e-10	1527.1100000000001	2.304	1525.8754704584255
1653842967.937383	-40.0	-5.098235e-10	1532.145	2.298	1530.9128418964492
1653842972.1425455	-41.0	5.793543e-10	1537.3325	2.298	1536.0961700849286
1653842976.240271	-42.0	5.290891e-10	1542.52	2.298	1541.279498273408
1653842980.3393555	-43.0	5.32425e-10	1547.7075000000002	2.292	1546.4693167118576
1653842984.4374428	-44.0	-7.987003e-11	1552.7450000000001	2.292	1551.5027866555877
1653842988.5478578	-45.0	1.173927e-09	1557.9325	2.292	1556.6861365976422
1653842992.6565564	-46.0	-8.296812e-10	1562.9675000000002	2.292	1561.7171085414009
1653842996.7546384	-47.0	-5.856781e-10	1568.0025	2.292	1566.7480804851589
1653843000.8530831	-48.0	-4.342988e-10	1573.1899999999998	2.286	1571.9380102988785
1653843005.0635087	-49.0	-1.552756e-09	1578.2250000000001	2.286	1576.9690033015388
1653843009.159601	-50.0	-4.188075e-11	1583.415	2.286	1582.1548729507554
1653843013.258043	-51.0	-1.600837e-09	1588.4499999999998	2.286	1587.1858659534153
1653843017.3557706	-52.0	9.316237e-10	1593.6375	2.28	1592.3758855233134
1653843021.4708147	-53.0	-1.816865e-09	1598.6725	2.28	1597.4068995297043
1653843025.5698988	-54.0	-1.711879e-09	1603.86	2.28	1602.590292808384
1653843029.6669812	-55.0	-1.670225e-09	1609.05	2.28	1607.7761841079212
1653843033.7820244	-56.0	2.052886e-10	1614.2375	2.28	1612.959577386601
1653843038.0586312	-57.0	5.648924e-10	1619.5775	2.274	1618.3020883319716
1653843042.1567194	-58.0	-1.809859e-09	1624.7649999999999	2.274	1623.4855031937004
1653843046.2541337	-59.0	-1.156505e-09	1630.105	2.274	1628.8212979622083
1653843050.3828125	-60.0	-1.657781e-09	1635.2949999999998	2.274	1634.0072108551958
1653843054.4812534	-61.0	-1.73751e-09	1640.635	2.268	1639.3498136522753
1653843058.5783427	-62.0	-7.700214e-10	1645.9750000000001	2.268	1644.6856305798085
1653843062.6780643	-63.0	-4.0797e-10	1651.3149999999998	2.268	1650.0214475073412
1653843066.7984624	-64.0	-1.891403e-09	1656.81	2.268	1655.5121430161043
1653843071.0640833	-65.0	-2.538291e-10	1662.15	2.262	1660.8548390382673
1653843075.1631627	-66.0	-9.325672e-10	1667.6425	2.262	1666.3430592370564
1653843079.2612498	-67.0	2.429463e-10	1672.9825	2.262	1671.6788982651012
1653843083.3992293	-68.0	2.478493e-10	1678.4775	2.256	1677.1765447924533
1653843087.4973125	-69.0	4.765562e-10	1683.8174999999999	2.256	1682.5124058624954
1653843091.5973952	-70.0	-1.243484e-09	1689.31	2.256	1688.000648732759
1653843095.7001143	-71.0	-2.106482e-10	1694.8025	2.256	1693.4888916030225
1653843099.797201	-72.0	-1.921147e-09	1700.2975000000001	2.256	1698.9796325355846
1653843104.149965	-73.0	-9.895914e-10	1705.9425	2.256	1704.6202572060693
1653843108.2480443	-74.0	-1.171833e-09	1711.435	2.25	1710.1155456386416
1653843112.346122	-75.0	3.657672e-10	1716.9275	2.25	1715.6038111201938
1653843116.4492028	-76.0	-1.722263e-09	1722.4225000000001	2.25	1721.0945746743366
1653843120.5483062	-77.0	-1.669069e-09	1728.0675	2.244	1726.7423176824177
1653843124.655993	-78.0	4.915952e-10	1733.5600000000002	2.244	1732.2306057150731
1653843128.7540853	-79.0	-1.098285e-09	1739.3600000000001	2.244	1738.0261579389057
1653843132.8525198	-80.0	1.681665e-10	1745.005	2.238	1743.6739745447553
1653843137.2195342	-81.0	2.243646e-10	1750.65	2.238	1749.3146687469525
1653843141.3166182	-82.0	-1.60434e-09	1756.2949999999998	2.238	1754.9553629491495
1653843145.4137115	-83.0	-1.814106e-09	1761.9424999999999	2.238	1760.598555244439
1653843149.5217679	-84.0	-6.216484e-10	1767.5874999999999	2.238	1766.2392494466362
1653843153.6198528	-85.0	-1.501084e-09	1773.385	2.232	1772.039569625586
1653843157.716986	-86.0	-1.282835e-10	1779.1850000000002	2.232	1777.8351692860256
1653843161.8163328	-87.0	-4.414707e-11	1784.9825	2.232	1783.6282708431631
1653843165.9297416	-88.0	-1.806027e-09	1790.6274999999998	2.226	1789.2762811918467
1653843170.1396198	-89.0	-8.947031e-11	1796.4275	2.226	1795.0719044752561
1653843174.2367086	-90.0	-4.669723e-10	1802.3775	2.226	1801.017414567719
1653843178.3328266	-91.0	-1.739691e-09	1808.175	2.226	1806.8105397376437
1653843182.4305663	-92.0	-1.031907e-09	1813.975	2.226	1812.606163021053
1653843186.5436106	-93.0	-8.100296e-10	1819.925	2.22	1818.5590655903723
1653843190.6446848	-94.0	-1.628032e-09	1825.8750000000002	2.22	1824.504599851544
1653843194.741776	-95.0	-7.500365e-10	1831.8275	2.22	1830.4526322363547
1653843198.8398578	-96.0	-1.772818e-09	1837.93	2.214	1836.5579975120716
1653843203.046653	-97.0	-7.294763e-10	1843.73	2.214	1842.3536678507514
1653843207.143744	-98.0	-1.456624e-09	1849.8325	2.214	1848.4516123751987
1653843211.2421737	-99.0	3.743493e-11	1855.7825	2.214	1854.3971707398791
1653843215.3409154	-100.0	6.533098e-10	1861.735	2.208	1860.3527487442047
1653843219.4609542	-101.0	9.952532e-12	1867.99	2.208	1866.6031046989433
1653843223.5570474	-102.0	-1.516208e-09	1874.095	2.208	1872.7035720216736
1653843227.6651056	-103.0	-9.280779e-11	1880.1975000000002	2.202	1878.8091166925085
1653843231.7730627	-104.0	-2.488027e-10	1886.3	2.208	1884.8995103794007
1653843236.1208384	-105.0	-1.130053e-09	1892.405	2.202	1891.007602379264
1653843240.2199178	-106.0	3.297157e-10	1898.66	2.202	1897.2579835359838
1653843244.3166566	-107.0	-1.192804e-09	1904.9174999999998	2.196	1903.5185170634788
1653843248.4164898	-108.0	4.35974e-10	1911.1725	2.196	1909.7689233536369
1653843252.5155723	-109.0	-1.118458e-11	1917.43	2.196	1916.02182780778
1653843256.6140125	-110.0	3.590922e-10	1923.685	2.196	1922.2722340979378
1653843260.710094	-111.0	1.999324e-10	1930.095	2.19	1928.6852607882877
1653843264.8078353	-112.0	-1.387985e-09	1936.5025	2.19	1935.0880807575124
1653843269.0453424	-113.0	-1.546491e-09	1942.7575	2.19	1941.3385121125652
1653843273.1434247	-114.0	-1.974301e-09	1949.32	2.19	1947.896218869965
1653843277.2416594	-115.0	-1.840063e-09	1955.7275	2.184	1954.3068543550078
1653843281.3407407	-116.0	-4.820523e-10	1962.29	2.184	1960.8645873375958
1653843285.4398227	-117.0	-1.373564e-09	1968.6975	2.178	1967.275278685875
1653843289.5379095	-118.0	-1.587449e-09	1975.4125	2.178	1973.985427653086
1653843293.6459734	-119.0	-6.180646e-10	1981.9724999999999	2.178	1980.5406885949924
1653843297.7455554	-120.0	-1.815508e-09	1988.5349999999999	2.178	1987.0984477308557
1653843301.974304	-121.0	5.614727e-10	1995.25	2.178	1993.8085966980666
1653843306.0723853	-122.0	4.413711e-10	2001.81	2.172	2000.3718134387623
1653843310.1694772	-123.0	-5.623991e-10	2008.8300000000002	2.172	2007.3867699682733
1653843314.278533	-124.0	-1.652053e-09	2015.5424999999998	2.172	2014.0944474190337
1653843318.3859496	-125.0	-1.90574e-09	2022.41	2.166	2020.9650290182658
1653843322.483534	-126.0	-1.3762e-09	2029.1225	2.166	2027.6727330729752
1653843326.6082437	-127.0	-1.979454e-09	2036.1425	2.166	2034.687717425163
1653843330.7048497	-128.0	-1.338291e-09	2043.1625000000001	2.16	2041.710777144028
1653843334.8033488	-129.0	-1.760086e-09	2050.18	2.16	2048.723291018283
1653843338.901097	-130.0	-3.797047e-10	2057.3525	2.16	2055.890694760798
1653843343.0173464	-131.0	3.54643e-10	2064.5225	2.154	2063.063737445335
1653843347.18924	-132.0	-1.252178e-09	2071.695	2.154	2070.231169457738
1653843351.2866774	-133.0	-1.665857e-09	2079.1725	2.154	2077.703385961432
1653843355.3837678	-134.0	-1.945583e-09	2086.4975	2.148	2085.0314111332145
1653843359.5217457	-135.0	5.519562e-10	2094.125	2.148	2092.6535516286713
1653843363.6188297	-136.0	-4.258128e-11	2101.9075000000003	2.148	2100.430583212531
1653843367.7149282	-137.0	-1.935861e-09	2109.8425	2.148	2108.3600076414327
1653843371.8120158	-138.0	-1.222757e-09	2118.0825	2.142	2116.6025196069627
1653843375.928054	-139.0	3.228355e-10	2126.3224999999998	2.142	2124.836762022714
1653843380.101468	-140.0	2.90295e-11	2134.8675	2.136	2133.384135564445
